proofed,bandnumb,bandseen,location,status,nuegg,nuch,bandgap,subcolony,flagged,chick1size,chick2size,chick1age,chick2age,sex,sexhow,nestpos,date,initials,notes,lat,lon,datum,orig_col,colony
1,48840,"N","B","INC",9,0,9,""," ","","",0,0,"U","",4,11/12/2018,"AS","NEEDS FLAG. RSO",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,49234,"Y","N","FBN",0,0,0,""," ","","",0,0,"U","",1,11/12/2018,"AS","MOVED LOWER IN SAME SUBCOL",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,49494,"Y","M","INC",8,0,1,"40"," ","","",0,0,"U","",6,11/13/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72963,"Y","M","P/INC",9,0,0,"40","N","","",0,0,"M","BS",3,11/13/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71896,"Y","M","P/PBN",0,0,1,"40","N","","",0,0,"M","HS",9,11/13/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,65272,"Y","M","SC",0,0,0,"39","N","","",0,0,"U","",4,11/13/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71940,"Y","M","P/INC",8,0,0,"39","Y","","",0,0,"M","BS",5,11/13/2018,"KS","",-77.452927,169.236456,"WGS84","CROZ","CROZ"
1,66027,"Y","M","SC",0,0,1,"39","N","","",0,0,"U","",1,11/13/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71515,"Y","M","P/FBN",0,0,2,"39","N","","",0,0,"F","BS",4,11/13/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71381,"N","N","INC",8,0,9,""," ","","",0,0,"U","",6,11/13/2018,"AL","UB ON",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70545,"Y","M","INC",2,0,9,"18"," ","","",0,0,"U","",1,11/13/2018,"AL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,49842,"Y","M","P/PBN",0,0,0,"8"," ","","",0,0,"F","BS",4,11/13/2018,"AL","GDR BIRD! RETRIEVED TODAY. 5 NESTS TO THE RIGHT OF LYT.",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70354,"Y","M","P/PBN",0,0,1,"8"," ","","",0,0,"M","BS",2,11/13/2018,"AL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,49347,"Y","M","PBN",0,0,2,"31"," ","","",0,0,"U","",4,11/13/2018,"AL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,69287,"Y","M","P/WBN",0,0,0,"6"," ","","",0,0,"M","BS",2,11/13/2018,"AL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70213,"Y","M","P/WBN",0,0,9,"LBEAC","Y","","",0,0,"U","",0,11/13/2018,"AL","RETRIEVED GDR TODAY AND PUT NEW ON",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,65377,"Y","N","STD",0,0,1,""," ","","",0,0,"U","",0,11/13/2018,"AL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70213,"Y","L","P/WBN",0,0,0,"","Y","","",0,0,"M","BS",2,11/13/2018,"VM","GDR RETREIEVED AND DEPLOYED",-77.452967,169.238471,"WGS84","CROZ","CROZ"
1,49229,"Y","N","P/INC",1,0,1,""," ","","",0,0,"F","BS",3,11/13/2018,"AL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72140,"Y","M","P/WBN",0,0,0,"2"," ","","",0,0,"M","BS",6,11/13/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50197,"Y","N","INC",2,0,0,""," ","","",0,0,"M","TIME",5,11/13/2018,"AL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,65677,"Y","M","W",0,0,0,"2"," ","","",0,0,"F","BS",0,11/13/2018,"VM","BETWEEN 2 AND 4",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,69959,"Y","M","P/FBN",0,0,1,"2"," ","","",0,0,"M","BS",2,11/13/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,46210,"Y","N","INC",9,0,0,""," ","","",0,0,"M","TIME",2,11/13/2018,"AL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,47953,"Y","N","FBN",0,0,0,""," ","","",0,0,"U","",1,11/13/2018,"AL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70256,"Y","N","P/INC",1,0,1,""," ","","",0,0,"M","COP",1,11/13/2018,"AL","FOLLOWED HIM CARRYING A ROCK ALL THE WAY BACK TO HIS NEST. SEXED BY MATE'S TM THEN COPULATION.",-77.451813,169.226316,"WGS84","CROZ","CROZ"
1,51596,"Y","N","INC",2,0,0,"","Y","","",0,0,"M","TIME",2,11/13/2018,"AL","NEST IS AGAINST THE ROCK. GPS'D AND FLAGGED TODAY. SEXED BY TIMING AND BILL SIZE.",-77.451354,169.225978,"WGS84","CROZ","CROZ"
1,71381,"N","N","INC",9,0,9,""," ","","",0,0,"U","",6,11/13/2018,"AL","UB ON",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72869,"Y","M","INC",1,0,1,"2","Y","","",0,0,"M","TIME",3,11/13/2018,"VM","",-77.452697,169.234199,"WGS84","CROZ","CROZ"
1,62043,"Y","M","WBN",0,0,0,"2"," ","","",0,0,"M","BS",5,11/13/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71555,"Y","M","INC",9,0,1,"1"," ","","",0,0,"M","TIME",3,11/13/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50292,"N","P","INC",9,0,9,""," ","","",0,0,"U","",2,11/13/2018,"VM","UB ON",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71376,"Y","P","INC",9,0,1,""," ","","",0,0,"M","BS",1,11/13/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,65807,"Y","P","P/PBN",0,0,1,""," ","","",0,0,"M","BS",1,11/13/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,5902,"Y","P","INC",8,0,0,""," ","","",0,0,"M","TIME",3,11/13/2018,"VM","",0.000000,0.000000,"WGS84","BIRD","CROZ"
1,66102,"Y","M","P/FBN",0,0,0,"39","N","","",0,0,"M","HS",3,11/13/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71757,"Y","M","P/PBN",0,0,1,"WB2","N","","",0,0,"M","COP",4,11/13/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72004,"Y","M","SC",0,0,0,"3A","N","","",0,0,"U","",5,11/13/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,65677,"Y","M","W",0,0,0,"3A","N","","",0,0,"M","BS",0,11/13/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72030,"Y","M","P/INC",1,0,0,"3A","Y","","",0,0,"F","BS",1,11/13/2018,"KS","FLAGGED AND GPS-ED",-77.452825,169.233797,"WGS84","CROZ","CROZ"
1,71462,"Y","M","P/INC",1,0,1,"3A","Y","","",0,0,"F","BS",1,11/13/2018,"KS","FLAGGED AND GPS-ED",-77.452963,169.233960,"WGS84","CROZ","CROZ"
1,70551,"Y","M","P/SC",0,0,1,"3","N","","",0,0,"U","",3,11/13/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50171,"Y","M","P/PBN",0,0,0,"3","N","","",0,0,"M","COP",3,11/13/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72023,"Y","M","P/INC",8,0,0,"4A","N","","",0,0,"F","SIZE",4,11/13/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,66143,"Y","M","P/SC",0,0,1,"5A","N","","",0,0,"F","SIZE",2,11/13/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,79246,"Y","M","P/PBN",0,0,0,"7","N","","",0,0,"M","SIZE",1,11/13/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50494,"Y","P","INC",2,0,0,"","N","","",0,0,"U","",8,11/13/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,69359,"Y","P","P/INC",1,0,2,"","Y","","",0,0,"M","BS",1,11/13/2018,"KS","FLAGGED AND GPS-ED",-77.454987,169.231670,"WGS84","CROZ","CROZ"
1,46226,"Y","P","INC",8,0,1,"","Y","","",0,0,"U","",1,11/13/2018,"KS","FLAGGED AND GPS-ED",-77.454964,169.231708,"WGS84","CROZ","CROZ"
1,46746,"Y","P","P/INC",2,0,0,"","Y","","",0,0,"M","BS",2,11/13/2018,"KS","FLAGGED AND GPS-ED",-77.455326,169.227979,"WGS84","CROZ","CROZ"
1,66143,"Y","M","P/PBN",0,0,0,"5A","N","","",0,0,"F","HS",1,11/14/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70333,"N","M","INC",2,0,9,"3","N","","",0,0,"U","",1,11/14/2018,"KS","UB ON NEST, BB NOT PRESENT",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,47515,"Y","M","INC",9,0,0,"3","N","","",0,0,"U","",1,11/14/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71969,"Y","M","P/FBN",0,0,0,"WB2","N","","",0,0,"M","SIZE",1,11/14/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,66001,"Y","M","P/PBN",0,0,1,"WB2","N","","",0,0,"F","BS",1,11/14/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,49494,"Y","M","INC",2,0,1,"40","N","","",0,0,"M","EV",5,11/14/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50976,"Y","M","INC",9,0,0,"40","N","","",0,0,"U","",3,11/14/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70349,"Y","M","P/WBN",0,0,1,"39","N","","",0,0,"M","SIZE",7,11/14/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71511,"Y","M","INC",9,0,0,"39","N","","",0,0,"U","",1,11/14/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72792,"Y","M","P/PBN",0,0,1,"39","N","","",0,0,"F","BS",3,11/14/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,65710,"Y","M","SC",0,0,2,"40","N","","",0,0,"U","",4,11/14/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,69857,"Y","M","P/PBN",0,0,1,"3","N","","",0,0,"M","BS",4,11/14/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,31977,"Y","M","P/SC",0,0,1,"3","N","","",0,0,"F","SIZE",3,11/14/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,79246,"Y","M","P/PBN",0,0,0,"7","N","","",0,0,"M","BS",1,11/14/2018,"KS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,77830,"Y","M","STD",0,0,2,"21"," ","","",0,0,"U","",0,11/14/2018,"AL","BAND NOT IN INVENTORY BUT VERY SURE OF BAND READ",0.000000,0.000000,"WGS84","","CROZ"
1,46133,"Y","M","P/INC",8,0,1,"16-22"," ","","",0,0,"F","BS",1,11/14/2018,"AL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72772,"Y","M","W",0,0,1,"9-10"," ","","",0,0,"U","",0,11/14/2018,"AL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71145,"Y","L","INC",2,0,2,""," ","","",0,0,"M","TIME",3,11/14/2018,"AL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71636,"Y","M","STD",0,0,2,"40"," ","","",0,0,"U","",0,11/14/2018,"AL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,73071,"Y","M","P/PBN",0,0,1,"38"," ","","",0,0,"M","MTM",4,11/14/2018,"AL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70816,"Y","M","STD",0,0,2,"2"," ","","",0,0,"U","",0,11/14/2018,"AL","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,46514,"Y","M","SC",0,0,0,"2"," ","","",0,0,"U","",0,11/14/2018,"AL","GDR RETRIEVED AND REDEPLOYED TODAY",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71801,"Y","M","P/WBN",0,0,1,"8"," ","","",0,0,"M","COP",4,11/14/2018,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,48379,"Y","M","PBN",0,0,2,"7"," ","","",0,0,"U","",4,11/14/2018,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,49234,"Y","M","SC",0,0,0,"7"," ","","",0,0,"M","EV",4,11/14/2018,"AS","BACK AT LYT",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70880,"Y","M","INC?",0,0,1,"37"," ","","",0,0,"U","",3,11/14/2018,"AS","IN INCUBATION POSTURE BUT DIDN'T SEE NEST CONTENTS. NOT THAT MUCH GUANO. FAKER?",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,74110,"Y","N","P/INC",1,0,2,"","Y","","",0,0,"F","TM",5,11/14/2018,"AS","VERY DIRTY EGG, BIRD VERY SHAKY. BAND DIRTY TOO, HARD TO READ",-77.450673,169.221082,"WGS84","BIRD","CROZ"
1,70449,"Y","B","FBN",0,0,0,""," ","","",0,0,"M","BS",1,11/14/2018,"VM","GDR BIRD",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,46514,"Y","M","PBN",0,0,0,"2","Y","","",0,0,"M","BS",7,11/14/2018,"VM","GDR RETRIEVED AND RE DEPLOYED",-77.452644,169.234063,"WGS84","CROZ","CROZ"
1,65677,"Y","M","INC",8,0,0,"2"," ","","",0,0,"M","BS",1,11/14/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70399,"Y","P","INC",8,0,9,""," ","","",0,0,"M","TIME",5,11/14/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,46527,"Y","P","P/INC",1,0,1,""," ","","",0,0,"F","BS",1,11/14/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,66186,"Y","M","W",0,0,1,"5A"," ","","",0,0,"U","",0,11/15/2018,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71404,"Y","M","P/INC",8,0,0,"6A","Y","","",0,0,"M","MTM",1,11/15/2018,"AS","",-77.453191,169.231022,"WGS84","CROZ","CROZ"
1,65843,"Y","M","WBN",0,0,0,"6"," ","","",0,0,"M","TIME",1,11/15/2018,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,79246,"Y","M","P/PBN",0,0,0,"7"," ","","",0,0,"F","BS",1,11/15/2018,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,79173,"Y","M","W",0,0,0,"6"," ","","",0,0,"U","",0,11/15/2018,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70354,"Y","M","P/FBN",0,0,1,"8"," ","","",0,0,"M","MTM",1,11/15/2018,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71801,"Y","M","P/FBN",0,0,1,"8"," ","","",0,0,"M","BS",3,11/15/2018,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70544,"Y","M","P/INC",0,0,1,"4","Y","","",0,0,"F","TM",1,11/15/2018,"AS","",-77.452838,169.232509,"WGS84","CROZ","CROZ"
1,48255,"Y","M","INC",8,0,2,"8","Y","","",0,0,"M","TIME",4,11/15/2018,"AS","AL FLAGGED",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50030,"Y","M","P/WBN",0,0,0,"8"," ","","",0,0,"F","BS",2,11/15/2018,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,62012,"Y","M","INC",2,0,1,"8","Y","","",0,0,"M","TIME",4,11/15/2018,"AS","",-77.452873,169.230351,"WGS84","CROZ","CROZ"
1,70816,"Y","M","SC",0,0,1,"2"," ","","",0,0,"F","TM",1,11/15/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,48379,"Y","M","P/PBN",0,0,2,"7"," ","","",0,0,"M","",3,11/15/2018,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,62335,"Y","M","INC",8,0,0,"2"," ","","",0,0,"M","TIME",1,11/15/2018,"VM","GDR BIRD",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,49234,"Y","M","SC",0,0,0,"7"," ","","",0,0,"M","",4,11/15/2018,"AS","@ OLD FLAG",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,65943,"Y","M","SC",0,0,0,"31"," ","","",0,0,"U","",1,11/15/2018,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71864,"Y","M","INC",9,0,9,"2"," ","","",0,0,"M","TIME",4,11/15/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,49347,"Y","M","PBN",0,0,2,"31"," ","","",0,0,"U","",4,11/15/2018,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,65384,"Y","M","P/PBN",0,0,0,"33"," ","","",0,0,"U","",1,11/15/2018,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,46514,"Y","M","PBN",0,0,0,"2"," ","","",0,0,"M","BS",7,11/15/2018,"VM","GDR BIRD",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,65852,"Y","M","P/INC",1,0,0,"34-35","Y","","",0,0,"M","SIZE",1,11/15/2018,"AS","TINY FLAGGED",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71341,"Y","M","INC",2,0,0,"2","Y","","",0,0,"M","BS",5,11/15/2018,"VM","",-77.452614,169.233998,"WGS84","CROZ","CROZ"
1,71558,"Y","M","INC",1,0,1,"2","Y","","",0,0,"M","BS",6,11/15/2018,"VM","",-77.452627,169.233868,"WGS84","CROZ","CROZ"
1,50761,"N","M","INC",9,0,9,"8"," ","","",0,0,"F","TIME",4,11/15/2018,"AS","UB ON",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72062,"Y","M","INC",2,0,2,"2"," ","","",0,0,"M","TIME",3,11/15/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70512,"Y","M","INC",2,0,1,"2","Y","","",0,0,"M","BS",2,11/15/2018,"VM","",-77.452609,169.234257,"WGS84","CROZ","CROZ"
1,42317,"Y","M","INC",2,0,9,"8"," ","","",0,0,"M","TIME",1,11/15/2018,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72158,"Y","M","INC",9,0,1,"1"," ","","",0,0,"M","BS",5,11/15/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,31948,"N","M","INC",9,0,9,"8"," ","","",0,0,"F","TIME",3,11/15/2018,"AS","UB ON",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72079,"Y","M","P/INC",2,0,9,"8"," ","","",0,0,"U","",4,11/15/2018,"AS","BNR, BB ON",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71912,"Y","M","P/FBN",0,0,1,"1"," ","","",0,0,"M","BS",3,11/15/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,69286,"N","M","INC",2,0,9,"8"," ","","",0,0,"F","TIME",1,11/15/2018,"AS","UB ON",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70756,"Y","M","P/INC",1,0,2,"1","Y","","",0,0,"M","SIZE",1,11/15/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,70633,"Y","M","INC",9,0,9,"8"," ","","",0,0,"M","TIME",7,11/15/2018,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72140,"Y","M","INC",2,0,0,"2","Y","","",0,0,"M","TIME",3,11/15/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,49842,"Y","M","P/FBN",0,0,0,"8"," ","","",0,0,"U","",4,11/15/2018,"AS","BB SHAKING",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72156,"Y","M","INC",9,0,0,"2","Y","","",0,0,"M","BS",2,11/15/2018,"VM","",-77.452525,169.234681,"WGS84","CROZ","CROZ"
1,71280,"Y","M","P/WBN",0,0,2,"36"," ","","",0,0,"M","BS",3,11/15/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71516,"N","M","INC",9,0,9,"7"," ","","",0,0,"F","TIME",2,11/15/2018,"AS","UB ON",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,62029,"Y","M","INC",2,0,0,"1"," ","","",0,0,"M","BS",3,11/15/2018,"VM","GDR BIRD",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50914,"Y","M","INC",1,0,2,"1"," ","","",0,0,"M","BS",4,11/15/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50416,"N","M","INC",9,0,9,"7"," ","","",0,0,"F","TIME",0,11/15/2018,"AS","FLAG OUT, NOT SURE WHICH NEST, BUT THINK UB INCUBATING",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50936,"Y","M","INC",9,0,2,"1"," ","","",0,0,"M","TIME",3,11/15/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,32426,"Y","M","INC",9,0,1,"1"," ","","",0,0,"M","TIME",2,11/15/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,50625,"Y","M","P/INC",1,0,9,"7","Y","","",0,0,"U","",1,11/15/2018,"AS","BACK AT OLD NEST. MOVED FLAG BACK AND GPSD AGAIN",-77.453022,169.230870,"WGS84","CROZ","CROZ"
1,62155,"Y","M","INC",8,0,0,"1"," ","","",0,0,"M","BS",1,11/15/2018,"VM","GDR BIRD",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71024,"N","M","INC",9,0,9,"1"," ","","",0,0,"U","",4,11/15/2018,"VM","UB ON",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,62212,"Y","M","INC",2,0,1,"1"," ","","",0,0,"M","BS",2,11/15/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,48431,"Y","M","INC",9,0,9,"7"," ","","",0,0,"U","",3,11/15/2018,"AS","BB BACK ON NEST ALONE",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71555,"Y","M","INC",2,0,2,"1","Y","","",0,0,"M","BS",2,11/15/2018,"VM","",-77.452391,169.234234,"WGS84","CROZ","CROZ"
1,71411,"Y","M","INC",2,0,1,"2","Y","","",0,0,"M","BS",5,11/15/2018,"VM","",-77.452626,169.233308,"WGS84","CROZ","CROZ"
1,69785,"N","M","INC",9,0,9,"6"," ","","",0,0,"F","TIME",1,11/15/2018,"AS","STILL NOT FLAGGED, NOT SURE WHICH NEST BUT PRETTY SURE UB INCUBATING",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72018,"Y","M","INC",9,0,9,"6A"," ","","",0,0,"M","TIME",1,11/15/2018,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71600,"Y","M","INC",9,0,1,"2"," ","","",0,0,"M","BS",1,11/15/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,48326,"N","M","INC",2,0,0,"6A"," ","","",0,0,"U","",4,11/15/2018,"AS","RSO",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,69287,"N","M","P/INC",9,0,9,"6A"," ","","",0,0,"U","",2,11/15/2018,"AS","RSO",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,32159,"Y","M","INC",9,0,0,"2"," ","","",0,0,"U","",5,11/15/2018,"VM","GDR BIRD",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,51242,"Y","M","INC",9,0,9,"5"," ","","",0,0,"M","TIME",1,11/15/2018,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,69828,"Y","M","INC",2,0,2,"2"," ","","",0,0,"M","BS",5,11/15/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,51213,"Y","M","INC",9,0,9,"5"," ","","",0,0,"M","TIME",3,11/15/2018,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,62043,"Y","M","P/FBN",0,0,0,"2"," ","","",0,0,"M","BS",6,11/15/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,31884,"N","M","INC",9,0,9,"5"," ","","",0,0,"F","TIME",2,11/15/2018,"AS","UB ON",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,46514,"Y","M","SC",0,0,0,"2"," ","","",0,0,"M","BS",4,11/15/2018,"VM","GDR BIRD",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,51121,"Y","M","INC",9,0,9,"4"," ","","",0,0,"M","TIME",3,11/15/2018,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71479,"Y","M","SC",0,0,2,"2"," ","","",0,0,"M","BS",3,11/15/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,46678,"N","M","INC",9,0,9,"4"," ","","",0,0,"F","TIME",1,11/15/2018,"AS","UB ON",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,72869,"Y","M","INC",9,0,1,"2"," ","","",0,0,"M","BS",3,11/15/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,62117,"Y","M","INC",2,0,9,"4"," ","","",0,0,"M","TIME",3,11/15/2018,"AS","BNR",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,69936,"N","M","INC",9,0,9,"34-35"," ","","",0,0,"U","",2,11/15/2018,"AS","UB ON",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,65677,"Y","M","P/INC",1,0,0,"2","Y","","",0,0,"M","BS",1,11/15/2018,"VM","",-77.452806,169.234216,"WGS84","CROZ","CROZ"
1,71748,"Y","M","P/INC",1,0,9,"34-35"," ","","",0,0,"U","",2,11/15/2018,"AS","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,46478,"Y","M","INC",9,0,0,"2"," ","","",0,0,"M","BS",3,11/15/2018,"VM","GDR BIRD",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71632,"N","M","INC",9,0,9,"2"," ","","",0,0,"U","",3,11/15/2018,"VM","UB ON",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,46408,"Y","M","P/INC",9,0,9,"2"," ","","",0,0,"U","",6,11/15/2018,"VM","GDR BIRD",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,46599,"Y","M","INC",9,0,2,"2"," ","","",0,0,"M","BS",4,11/15/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71475,"Y","M","P/FBN",0,0,0,"2"," ","","",0,0,"M","BS",4,11/15/2018,"VM","GDR BIRD",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71915,"Y","M","INC",9,0,9,"2"," ","","",0,0,"M","BS",5,11/15/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,69928,"Y","M","P/INC",1,0,1,"38","Y","","",0,0,"M","BS",4,11/15/2018,"VM","",-77.452588,169.235241,"WGS84","CROZ","CROZ"
1,70303,"Y","M","INC",2,0,1,"38","Y","","",0,0,"M","BS",5,11/15/2018,"VM","",-77.452624,169.235520,"WGS84","CROZ","CROZ"
1,72095,"Y","M","INC",2,0,2,"38","Y","","",0,0,"M","EV",3,11/15/2018,"VM","",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,51053,"Y","M","P/WBN",0,0,0,"38"," ","","",0,0,"M","BS",2,11/15/2018,"VM","GDR BIRD",0.000000,0.000000,"WGS84","CROZ","CROZ"
1,71373,"Y","M","P/INC´",9,0,0,"38"," ","","",0,0,"M","SIZE",1,11/15/2018,"VM","GDR BIRD",0.000000,0.000000,"WGS84","CROZ","CROZ"
