,season,subcol,bandnumb,banded,ch_bandnumb,notes,colony,location,CLEANsubcol,chickNO,FinalCHsize,begin,result,result_st,result_dt,chick1size,chick2size,empty_dt,ad1,ad2,note,final_subcol,status,nuch,final_ch1size,final_ch2size,nestpos,year,final_date,initials,final_notes,X,start_dt,dfdate,MLE_notes
88,1718,LCITY,71817,1,75079,,CROZ,L,LCITY,71817_1,PA+,2E,CR1,CR,1/19/2018,PA+,,1/16/2018,71817,UB,FISH TAGGED CHICK,,G,1,PA+,,0,2018,1/10/2018,VM,FISH TAGGED CHICK,NA,11/1/2011,2262,
89,1718,LISL,45981,1,75082,,CROZ,L,LISL,45981_1,PA,2E,CR1,CR,1/19/2018,PA+,,1/10/2018,45981,UB,FISH TAGGED CHICK,,G,1,PA,,1,2018,1/6/2018,VM,,NA,11/1/2011,2258,
90,1718,L,71164,0,NA,not found,CROZ,L,NA,71164_2,MEL,2E,CR2,CR,1/10/2018,PA,PA+,1/7/2018,71164,UB,FISH TAGGED CHICKS,,BR,2,MEL,MEL,1,2018,1/1/2018,VM,,NA,11/1/2011,2253,
91,1718,L,71164,1,75095,,CROZ,L,NA,71164_1,MEL,2E,CR2,CR,1/10/2018,PA,PA+,1/7/2018,71164,UB,FISH TAGGED CHICKS,,BR,2,MEL,MEL,1,2018,1/1/2018,VM,,NA,11/1/2011,2253,
92,1718,L,49455,1,75089,,CROZ,L,L,49455_1,PA+,1E,CR1,CR,1/19/2018,PA+,,1/16/2018,49455,UB,FISH TAGGED CHICK,,G,1,PA+,,3,2018,1/10/2018,VM,FISH TAGGED CHICK,NA,11/1/2011,2262,
93,1718,M34/35,69936,1,75074,,CROZ,M,33-35,69936_1,PA,1E,CR2,CR,1/19/2018,PA+,PA+,1/11/2018,69936,UB,FISHTAGGED CHICKS IN CRECHE,34/35,G,2,PA,MEL,0,2018,1/3/2018,AL,UB ON,NA,11/1/2011,2255,
94,1718,M34/35,69936,1,75081,,CROZ,M,33-35,69936_2,MEL,1E,CR2,CR,1/19/2018,PA+,PA+,1/11/2018,69936,UB,FISHTAGGED CHICKS IN CRECHE,34/35,G,2,PA,MEL,0,2018,1/3/2018,AL,UB ON,NA,11/1/2011,2255,
95,1718,M8,50229,1,75087,,CROZ,M,8,50229_1,PA+,1E,CR1,CR,1/11/2018,PA+,,1/11/2018,50229,UB,FISHTAGGED CHICK IN CRECHE,8,G,1,PA+,,0,2018,1/3/2018,AL,UB ON,NA,11/1/2011,2255,
96,1718,M8,47367,1,75086,,CROZ,M,8,47367_1,PA+,1E,CR1,CR,1/15/2018,PA,,1/15/2018,47367,UB,FISHTAGGED CHICK IN CRECHE,8,G,1,PA+,,1,2018,1/7/2018,AL,FT CHICK,NA,11/1/2011,2259,
97,1718,M8,51055,1,75083,,CROZ,M,8,51055_1,PA+,1E,CR1,CR,1/15/2018,PA+,,1/15/2018,51055,UB,FISHTAGGED CHICK IN CRECHE,8,G,1,PA+,,0,2018,1/11/2018,AL,,NA,11/1/2011,2263,
98,1718,M5A,46249,1,75062,,CROZ,M,5A,46249_1,MEL,2E,CR1,CR,1/19/2018,PA+,,1/11/2018,46249,UB,FISH TAGGED CHICK RECAPT FROM CR AND BANDED. PA+ >2KG,5A,BR,1,MEL,,0,2018,1/3/2018,SW,,NA,11/1/2011,2255,
99,1718,M3,72034,1,75065,,CROZ,M,3,72034_1,PA+,2E,CR2,CR,1/11/2018,PA+,PA+,1/11/2018,72034,UB,FISHTAGGED CHICKS,3,G,2,PA+,PA,0,2018,1/7/2018,SW,BOTH FISHTAGS SEEN,NA,11/1/2011,2259,
100,1718,M3,72034,1,75068,,CROZ,M,3,72034_2,PA,2E,CR2,CR,1/11/2018,PA+,PA+,1/11/2018,72034,UB,FISHTAGGED CHICKS,3,G,2,PA+,PA,0,2018,1/7/2018,SW,BOTH FISHTAGS SEEN,NA,11/1/2011,2259,
101,1718,M3,72069,0,NA,too small to band,CROZ,M,3,72069_2,PA,8E,CR2,CR,1/12/2018,PA+,PA+,1/12/2018,72069,UB,FISHTAGGED CHICKS,3,P/G,2,PA+,PA,0,2018,1/7/2018,SW,BOTH FISH TAGS SEEN,NA,11/1/2011,2259,
102,1718,M3,72069,1,75070,,CROZ,M,3,72069_1,PA+,8E,CR2,CR,1/12/2018,PA+,PA+,1/12/2018,72069,UB,FISHTAGGED CHICKS,3,P/G,2,PA+,PA,0,2018,1/7/2018,SW,BOTH FISH TAGS SEEN,NA,11/1/2011,2259,
103,1718,M3,50171,1,75053,,CROZ,M,3,50171_1,PA,2E,CR2,CR,1/19/2018,,,1/11/2018,50171,UB,BOTH FISH TAGGED CHICKS RECAPT FROM CR AND BANDED. 2 PA+ >2KG,3,G,2,PA,PA,0,2018,1/7/2018,SW,BOTH FISH TAGS SEEN. CRECHE NEAR,NA,11/1/2011,2259,
104,1718,M3,50171,1,75069,,CROZ,M,3,50171_2,PA,2E,CR2,CR,1/19/2018,,,1/11/2018,50171,UB,BOTH FISH TAGGED CHICKS RECAPT FROM CR AND BANDED. 2 PA+ >2KG,3,G,2,PA,PA,0,2018,1/7/2018,SW,BOTH FISH TAGS SEEN. CRECHE NEAR,NA,11/1/2011,2259,
105,1718,M39,71816,1,75094,,CROZ,M,39-40,75094_1,MEL,2E,CR1,CR,1/15/2018,PA+,,1/3/2018,71816,UB,FISHTAGGED CHICK,39,BR,8,MEL,,1,2017,12/30/2017,SW,RSO,NA,11/1/2011,2251,
106,1718,M3A,43907,1,75060,,CROZ,M,3A,43907_1,MEL,1E,CR2,CR,1/19/2018,,,1/11/2018,43907,UB,FISH TAGGED CHICKS RE-CAPTURED FROM CR AND BANDED. BOTH PA+ >2KG,3A,BR,2,MEL,GF,3,2018,1/3/2018,SW,UB ON,NA,11/1/2011,2255,
107,1718,M3A,43907,1,75057,,CROZ,M,3A,43907_2,GF,1E,CR2,CR,1/19/2018,,,1/11/2018,43907,UB,FISH TAGGED CHICKS RE-CAPTURED FROM CR AND BANDED. BOTH PA+ >2KG,3A,BR,2,MEL,GF,3,2018,1/3/2018,SW,UB ON,NA,11/1/2011,2255,
108,1718,M4A,46311,0,NA,not found,CROZ,M,4A,46311_2,GF,1E,CR2,CR,1/11/2018,PA+,PA,1/7/2018,46311,UB,BOTH FISH TAGGED CHICKS SEEN IN CR NEAR NEST.,4A,BR,2,MEL,GF,2,2018,1/3/2018,SW,FISH TAGS SEEN,NA,11/1/2011,2255,
109,1718,M4A,46311,1,75092,,CROZ,M,4A,46311_1,MEL,1E,CR2,CR,1/11/2018,PA+,PA,1/7/2018,46311,UB,BOTH FISH TAGGED CHICKS SEEN IN CR NEAR NEST.,4A,BR,2,MEL,GF,2,2018,1/3/2018,SW,FISH TAGS SEEN,NA,11/1/2011,2255,
110,1718,MWB2,71903,1,75093,,CROZ,M,WB2,71903_1,GF,2E,CR2,CR,1/11/2018,PA+,PA+,1/3/2018,71903,UB,FISHTAGGED CHICKS,WB2,BR,1,GF,OR,2,2017,12/26/2017,SW,UB ON,NA,11/1/2011,2251,"last record with chx size given GF and OR on 12-26, ONE BR STILL ON 12/30 NO SIZE"
111,1718,MWB2,71903,1,75064,,CROZ,M,WB2,71903_2,OR,2E,CR2,CR,1/11/2018,PA+,PA+,1/3/2018,71903,UB,FISHTAGGED CHICKS,WB2,BR,1,GF,OR,2,2017,12/26/2017,SW,UB ON,NA,11/1/2011,2251,"last record with chx size given GF and OR on 12-26, ONE BR STILL ON 12/30 NO SIZE"
112,1718,MWB2,71808,1,75067,,CROZ,M,WB2,71808_1,MEL,1E,CR1,CR,1/15/2018,PA+,,1/11/2018,71808,UB,FISHTAGGED CHICK,WB2,G,1,MEL,,7,2018,1/3/2018,SW,UB ON,NA,11/1/2011,2255,
113,1718,M7,48431,0,NA,not found,CROZ,M,7,48431_1,PA,8E,CR1,CR,1/7/2018,PA+,,1/7/2018,48431,UB,FISHTAGGED CHICK IN CRECHE,7,G,1,PA,,0,2018,1/11/2018,AL,GDR LEG LOOKS GOOD,NA,11/1/2011,2263,
114,1718,N,48978,0,NA,too small to band,CROZ,N,NA,48978_1,PA,1E,CR2,CR,1/19/2018,PA,PA,1/16/2018,48978,UB,BOTH FISH TAG CHICKS CRECHED AND BANDED.,,BR,2,PA,PA,0,2018,1/12/2018,AL,DEPLOYED GDR 1706008 TODAY.,NA,11/1/2011,2264,
115,1718,N,48978,0,NA,too small to band,CROZ,N,NA,48978_2,PA,1E,CR2,CR,1/19/2018,PA,PA,1/16/2018,48978,UB,BOTH FISH TAG CHICKS CRECHED AND BANDED.,,BR,2,PA,PA,0,2018,1/12/2018,AL,DEPLOYED GDR 1706008 TODAY.,NA,11/1/2011,2264,
116,1819,M2,46408,0,NA,too small to band,CROZ,M,2,46408_1,PA,8E,CR2,CR,1/6/2019,MEL,,1/6/2019,46408,UB,FT SEEN,2,G,2,PA,MEL,0,2019,1/4/2019,VM,"FT:376, 377",NA,11/1/2011,2621,
117,1819,M2,46408,0,NA,too small to band,CROZ,M,2,46408_2,MEL,8E,CR2,CR,1/6/2019,MEL,,1/6/2019,46408,UB,FT SEEN,2,G,2,PA,MEL,0,2019,1/4/2019,VM,"FT:376, 377",NA,11/1/2011,2621,
118,1819,M3,51069,1,75624,,CROZ,M,3,51069_1,MEL,1E,CR1,CR,1/4/2019,PA,,1/4/2019,51069,UB,FT SEEN,3,BR,1,MEL,,0,2018,12/31/2018,KS,,NA,11/1/2011,2617,
119,1819,L,71865,1,75646,,CROZ,L,NA,71865_1,MEL,2E,CR1,CR,1/11/2019,MEL,,1/6/2019,71865,UB,FT SEEN,,BR,1,MEL,,0,2019,1/4/2019,VM,UB ON,NA,11/1/2011,2621,
120,1819,L,65553,1,75642,,CROZ,L,NA,65553_1,MEL,1E,CR1,CR,1/4/2019,PA,,1/4/2019,65553,UB,FT SEEN,,BR,1,MEL,,0,2019,1/2/2019,KS,"UB, FISH TAGGED CHICK",NA,11/1/2011,2619,
121,1819,N,49990,1,75607,,CROZ,N,NA,49990_1,MEL,2E,CR1,G,12/29/2018,MEL,,12/29/2018,49990,UB,FT CH,,G,1,MEL,,1,2018,12/29/2018,VM,UB ON. FISH TAGGED TODAY: 381,NA,11/1/2011,2615,
123,1819,M3,66001,0,NA,too small to band,CROZ,M,3,66001_1,OR,1E,CR1,CR,1/4/2019,MEL,,1/4/2019,66001,UB,FT SEEN,3,BR,1,OR,,0,2018,12/31/2018,KS,"UB BNS, FISHTAGGED: 382",NA,11/1/2011,2617,
124,1819,M4A,65462,0,NA,"dead, FT found removed",CROZ,M,4A,65462_1,OR,8E,FAIL,BR,1/4/2019,OR,,1/6/2019,65462,UB,"FOUND DEAD FT CH OUTSIDE NEST, LOOKS KILLED BY SKUA",4A,BR,1,OR,,0,2019,1/4/2019,KS,UB,NA,11/1/2011,2621,
125,1819,M39,71816,0,NA,dead? FT not found,CROZ,M,39-40,71816_1,GF,1E,FAIL,BR,1/6/2019,GF,GF,1/8/2019,71816,UB,"NEVER SAW FT OUTSIDE NEST, BB STD AT FLAG ALONE AND CLEAN FOR MULTIPLE DAYS",39,BR,2,GF,GF,0,2019,1/6/2019,KS,,NA,11/1/2011,2623,
126,1819,M39,71816,0,NA,dead? FT not found,CROZ,M,39-40,71816_2,GF,1E,FAIL,BR,1/6/2019,GF,GF,1/8/2019,71816,UB,"NEVER SAW FT OUTSIDE NEST, BB STD AT FLAG ALONE AND CLEAN FOR MULTIPLE DAYS",39,BR,2,GF,GF,0,2019,1/6/2019,KS,,NA,11/1/2011,2623,
127,1819,M2,71475,0,NA,dead? FT not found,CROZ,M,2,71475_1,MEL,8E,CR1,CR,1/6/2019,PA,,1/6/2019,71475,UB,FT SEEN,2,BR,1,MEL,,0,2019,1/4/2019,VM,UB ON. FT:386,NA,11/1/2011,2621,
128,1819,M1A,32189,1,75614,,CROZ,M,1A,32189_1,PA,2E,CR1,CR,1/8/2019,PA,,1/18/2019,32189,UB,FTC SEEN,1A,BR,1,PA,,0,2019,1/6/2019,AV,FISH TAGGED CHICK SEEN,NA,11/1/2011,2623,
129,1819,M9-10,32204,1,75611,,CROZ,M,9-10,32204_1,GF,1E,CR1,CR,1/6/2019,,,1/6/2019,32204,UB,FTC SEEN,9-10,BR,1,GF,,3,2019,1/4/2019,AV,"WITH MATE, SAW FISH TAGGED CHICK. UB ON",NA,11/1/2011,2621,
130,1819,L,70213,0,NA,too small to band,CROZ,L,LBCH,70213_1,MEL,2E,CR1,CR,1/11/2019,GF,,1/11/2019,70213,UB,FT SEEN,,G,1,MEL,,0,2019,1/8/2019,VM,,NA,11/1/2011,2625,
131,1819,B,70449,0,NA,dead? FT not found,CROZ,B,NA,70449_1,GF,1E,FAIL,BR,1/11/2019,GF,,1/16/2019,70449,UB,,,BR,1,GF,,0,2019,1/11/2019,VM,UB ON. FISH TAGGED TODAY:390,NA,11/1/2011,2628,
132,1819,M39,50995,1,75631,,CROZ,M,39-40,50995_1,MEL,1E,CR1,CR,12/31/2018,PA,,12/31/2018,50995,UB,FT SEEN,39,BR,1,MEL,,3,2018,12/28/2018,KS,"FISH TAGGED CHICK - 426, UB",NA,11/1/2011,2614,
133,1819,M3,69757,1,75628,,CROZ,M,3,69757_1,GF,8E,CR1,CR,1/4/2019,MEL,,1/4/2019,69757,UB,FT SEEN,3,BR,1,GF,,0,2018,12/31/2018,KS,,NA,11/1/2011,2617,
134,1819,E,46645,0,NA,flipper too small to band,CROZ,E,NA,46645_1,PA,1E,CR1,BR,1/4/2019,PA,,1/6/2019,46645,UB,FT SEEN,,BR,1,PA,,0,2019,1/4/2019,VM,FEEDING THE CHICK. FT: 661,NA,11/1/2011,2621,
136,1819,L,49455,1,75639,,CROZ,L,NA,49455_1,MEL,1E,CR1,CR,1/4/2019,PA+,,1/4/2019,49455,UB,FT SEEN,,BR,1,MEL,,0,2019,1/2/2019,KS,UB,NA,11/1/2011,2619,
137,1819,M38,51053,1,75610,,CROZ,M,38,51053_1,PA,8E,CR1,CR,1/11/2019,PA,,1/8/2019,51053,UB,FT SEEN,38,BR,1,PA,,0,2019,1/6/2019,VM,UB ON,NA,11/1/2011,2623,
138,1819,M2,46279,1,75608,,CROZ,M,2,46279_1,MEL,2E,CR1,CR,1/4/2019,PA,,1/4/2019,46279,UB,FT SEEN,2,BR,1,MEL,,0,2018,12/31/2018,VM,,NA,11/1/2011,2617,
139,1819,M2,32159,1,75602,,CROZ,M,2,32159_1,PA,2E,CR1,BR,12/31/2018,PA,,1/4/2019,32159,UB,1 CH IN CR BECAUSE FT SEEN,2,BR,1,PA,,0,2018,12/31/2018,VM,,NA,11/1/2011,2617,
140,1819,M1,62155,1,75613,,CROZ,M,1,62155_1,PA,8E,CR1,CR,1/4/2019,PA,,1/4/2019,62155,UB,FT SEEN,1,G,1,PA,,0,2018,12/31/2018,VM,UB ON,NA,11/1/2011,2617,
141,1819,M2,71632,1,75637,,CROZ,M,2,71632_1,MEL,1E,CR2,CR,1/6/2019,PA,PA,12/31/2018,71632,UB,FT SEEN,2,G,2,MEL,MEL,3,2018,12/28/2018,VM,UB ON. FISH TAGGED TODAY:667 AND 668,NA,11/1/2011,2614,
143,1819,M2,71632,1,75626,,CROZ,M,2,71632_2,MEL,1E,CR2,CR,1/6/2019,PA,PA,12/31/2018,71632,UB,FT SEEN,2,G,2,MEL,MEL,3,2018,12/28/2018,VM,UB ON. FISH TAGGED TODAY:667 AND 668,NA,11/1/2011,2614,
145,1819,M23,51491,1,75955,,CROZ,M,23,51491_1,MEL,2E,CR1,CR,1/4/2019,PA,,1/4/2019,51491,UB,FTC SEEN,23,BR,2,MEL,MEL,2,2018,12/31/2018,AV,,NA,11/1/2011,2617,
146,1819,M23,51491,0,NA,dead?,CROZ,M,23,51491_2,MEL,2E,CR1,CR,1/4/2019,PA,,1/4/2019,51491,UB,FTC SEEN,23,BR,2,MEL,MEL,2,2018,12/31/2018,AV,,NA,11/1/2011,2617,
147,1819,M16-22,46133,1,75746,,CROZ,M,16-22,46133_1,PA,1E,CR1,CR,1/8/2019,PA+,,1/8/2019,46133,UB,FTC SEEN,16-22,G,1,PA,,0,2019,1/4/2019,AV,FISH TAGGED CHICK SEEN.,NA,11/1/2011,2621,
148,1819,M2,62335,1,75618,,CROZ,M,2,62335_1,MEL,8E,CR1,CR,1/4/2019,PA,,1/4/2019,62335,UB,FT SEEN,2,BR,1,MEL,,1,2018,12/31/2018,VM,UB ON,NA,11/1/2011,2617,
149,1819,M7,50416,1,76001,,CROZ,M,7,50416_1,PA,2E,CR2,CR,1/4/2019,PA,PA,1/4/2019,50416,UB,FT CHX,7,G,2,PA,GF,0,2018,12/31/2018,MLE,FT SEEN,NA,11/1/2011,2617,
150,1819,M7,50416,1,76003,,CROZ,M,7,50416_2,GF,2E,CR2,CR,1/4/2019,PA,PA,1/4/2019,50416,UB,FT CHX,7,G,2,PA,GF,0,2018,12/31/2018,MLE,FT SEEN,NA,11/1/2011,2617,
151,1819,M34/35,69936,1,76014,,CROZ,M,33-35,69936_1,GF,2E,CR8,CR,1/4/2019,PA,,1/4/2019,69936,UB,"FT CHX, ONLY ONE SEEN",34-35,BR,2,GF,OR,0,2018,12/28/2018,MLE,"UB ON, FT CHX 926 AND 927 TODAY",NA,11/1/2011,2614,
152,1819,M34/35,69936,0,NA,dead?,CROZ,M,33-35,69936_2,OR,2E,CR8,CR,1/4/2019,PA,,1/4/2019,69936,UB,"FT CHX, ONLY ONE SEEN",34-35,BR,2,GF,OR,0,2018,12/28/2018,MLE,"UB ON, FT CHX 926 AND 927 TODAY",NA,11/1/2011,2614,
153,1819,M17,70164,1,75603,,CROZ,M,17,70164_1,MEL,2E,CR1?,CR,1/2/2019,,,1/2/2019,70164,UB,ASSUMED CR BASED ON CH SIZE; FTC NOT SEEN POST CR,17,BR,1,MEL,,4,2018,12/31/2018,AV,,NA,11/1/2011,2617,
154,1819,M6,69785,1,76046,,CROZ,M,6,69785_1,MEL,1E,CR1,CR,1/4/2019,,,1/4/2019,69785,UB,FT CH,6,G,1,MEL,,0,2018,12/31/2018,MLE,"STILL A WBN, FT SEEN",NA,11/1/2011,2617,
155,1819,M7,48431,1,76023,,CROZ,M,7,48431_1,MEL,2E,CR1,CR,12/31/2018,PA,,12/31/2018,48431,UB,FT CH,7,BR,1,MEL,,0,2018,12/29/2018,MLE,"UB ON, FT CH 930 TODAY",NA,11/1/2011,2615,
156,1819,M4A,72023,1,75622,,CROZ,M,4A,72023_1,GF,2E,CR1,CR1,12/31/2018,GF,,1/4/2019,72023,UB,"FT SEEN, FOUND ONE FT CH DEAD AND REMOVED FT FROM DEAD CH",4A,BR,2,GF,GF,0,2018,12/31/2018,KS,"FISH TAGGED CHICKS- 932; 933, UB BNS",NA,11/1/2011,2617,
157,1819,M4A,72023,0,NA,"dead, FT removed from a lemon",CROZ,M,4A,72023_2,GF,2E,CR1,CR1,12/31/2018,GF,,1/4/2019,72023,UB,"FT SEEN, FOUND ONE FT CH DEAD AND REMOVED FT FROM DEAD CH",4A,BR,2,GF,GF,0,2018,12/31/2018,KS,"FISH TAGGED CHICKS- 932; 933, UB BNS",NA,11/1/2011,2617,
158,1819,B,48840,1,75601,,CROZ,B,NA,48840_1,MEL,2E,CR1,CR,1/4/2019,MEL,,1/4/2019,48840,UB,FT CH,,BR,8,MEL,,0,2019,1/2/2019,MLE,CAN'T SEE FT,NA,11/1/2011,2619,
159,1819,M7,50625,1,76013,,CROZ,M,7,50625_1,PA,1E,CR1,CR,1/16/2019,PA,,1/16/2019,50625,UB,FT CH,7,P/G,1,PA,,0,2019,1/11/2019,MLE,FT SEEN,NA,11/1/2011,2628,
160,1920,m7,50416,1,76076,,CROZ,M,7,50416_1,PA,2E,CR2,G,1/7/2020,PA,PA,1/10/2020,50416,UB,BOTH FT CHICKS SEEN IN CRECHE AFTER,7,G,2,PA,PA,0,2020,1/7/2020,DJ,"BOTH CHX WITH FISH TAGS, ONE PA+",NA,11/1/2011,2989,
161,1920,m7,50416,1,76051,,CROZ,M,7,50416_2,PA,2E,CR2,G,1/7/2020,PA,PA,1/10/2020,50416,UB,BOTH FT CHICKS SEEN IN CRECHE AFTER,7,G,2,PA,PA,0,2020,1/7/2020,DJ,"BOTH CHX WITH FISH TAGS, ONE PA+",NA,11/1/2011,2989,
162,1920,l,71164,0,NA,probably FAIL; all CR in area so FT chick of the right size which was later found dead,CROZ,L,NA,71164_1,MEL,1E,UNK,BR,1/7/2020,MEL,,1/10/2019,71164,UB,"FLAG OUT, FT CHICK FROM ASSUMED NEST, UB RAN AWAY, CHICK FOUND DEAD LATER",,BR,1,MEL,,0,2020,1/7/2020,AL,FLAG IS OUT BUT WE NEEDED TO FT THE CHICK. WERE PRETTY SURE OF THE NEST SO WENT FOR IT (FT 416) BUT THE CHICK AND THE PARENT WOULDN'T RECOGNIZE EACH OTHER. CHICK WENT INTO A CRECHE. WILL MONITOR.,NA,11/1/2011,2989,
163,1920,m3,51069,1,76072,a runner,CROZ,M,3,51069_1,MEL,1E,CR2,BR,12/30/2019,MEL,GF,1/3/2020,51069,UB,"FT CHICKS, FT REMOVED ON 1/22 AND BANDED CHX (BOTH PA+ AND RUNNERS)",3,BR,2,MEL,GF,3,2019,12/30/2019,PL,"UB ON, FISHTAGGED CHICK - MEL IS 441 AND THE GF IS 440",NA,11/1/2011,2981,
164,1920,m3,51069,1,76071,,CROZ,M,3,51069_2,GF,1E,CR2,BR,12/30/2019,MEL,GF,1/3/2020,51069,UB,"FT CHICKS, FT REMOVED ON 1/22 AND BANDED CHX (BOTH PA+ AND RUNNERS)",3,BR,2,MEL,GF,3,2019,12/30/2019,PL,"UB ON, FISHTAGGED CHICK - MEL IS 441 AND THE GF IS 440",NA,11/1/2011,2981,
165,1920,m2,46478,0,NA,,CROZ,M,2,46478_2,MEL,1E,CR2,G,1/3/2020,MEL,MEL,1/7/2020,46478,UB,"BOTH FT CHX FOUND ON 1/22 1 TOO SMALL TO BAND, 500 G DIFFERENCE BT THE TWO CHX",2,G,2,MEL,MEL,5,2020,1/3/2020,MLE,FT SEEN NOT READ,NA,11/1/2011,2985,
166,1920,m2,46478,1,76114,,CROZ,M,2,46478_1,MEL,1E,CR2,G,1/3/2020,MEL,MEL,1/7/2020,46478,UB,"BOTH FT CHX FOUND ON 1/22 1 TOO SMALL TO BAND, 500 G DIFFERENCE BT THE TWO CHX",2,G,2,MEL,MEL,5,2020,1/3/2020,MLE,FT SEEN NOT READ,NA,11/1/2011,2985,
168,1920,m2,71632,1,76123,,CROZ,M,2,71632_1,MEL,2E,CR1,BR,1/3/2020,MEL,,1/7/2020,71632,UB,"FT CHICK SEEN IN CR, ONLY EVER ONE CHICK IN NEST",2,BR,1,MEL,,3,2020,1/3/2020,MLE,FT NOT SEEN,NA,11/1/2011,2985,
169,1920,m9-10,50945,1,76109,,CROZ,M,9-10,50945_1,GF,1E,CR2,CR,1/3/2020,GF,OR,1/3/2020,50945,UB,"CHX SIZE GIVEN FROM LAST BR CHECK, BB FED 2 FT PA+ ON 01/12",9-10,BR,2,GF,OR,5,2019,12/30/2019,MLE,,NA,11/1/2011,2981,
170,1920,m9-10,50945,0,NA,chick not found,CROZ,M,9-10,50945_2,OR,1E,CR2,CR,1/3/2020,GF,OR,1/3/2020,50945,UB,"CHX SIZE GIVEN FROM LAST BR CHECK, BB FED 2 FT PA+ ON 01/12",9-10,BR,2,GF,OR,5,2019,12/30/2019,MLE,,NA,11/1/2011,2981,
171,1920,m23,50395,1,76078,,CROZ,M,23,50395_1,GF,1E,CR2,BR,12/30/2019,GF,GF,1/3/2020,50395,UB,BOTH FT SEEN IN CR BUT ONLY ONE FOUND FOR BANDING.,23,BR,2,GF,GF,2,2019,12/30/2019,DJ,"UB ON, GF +",NA,11/1/2011,2981,
172,1920,m23,50395,0,NA,Chick not found,CROZ,M,23,50395_2,GF,1E,CR2,BR,12/30/2019,GF,GF,1/3/2020,50395,UB,BOTH FT SEEN IN CR BUT ONLY ONE FOUND FOR BANDING.,23,BR,2,GF,GF,2,2019,12/30/2019,DJ,"UB ON, GF +",NA,11/1/2011,2981,
173,1920,m23,51491,0,NA,Chick not found,CROZ,M,23,51491_1,GF,1E,CR2,BR,12/30/2019,GF,GF,1/3/2020,51491,UB,BOTH FT CHICKS SEEN IN CR BUT ONLY ONE FOUND FOR BANDING.,23,BR,2,GF,GF,4,2019,12/30/2019,DJ,"UB ON, GF+",NA,11/1/2011,2981,
174,1920,m23,51491,1,NA,Too small to band.,CROZ,M,23,51491_2,GF,1E,CR2,BR,12/30/2019,GF,GF,1/3/2020,51491,UB,BOTH FT CHICKS SEEN IN CR BUT ONLY ONE FOUND FOR BANDING.,23,BR,2,GF,GF,4,2019,12/30/2019,DJ,"UB ON, GF+",NA,11/1/2011,2981,
175,1920,m39-40,71816,1,NA,"flipper very small so no band, saw BB trying to feed while we were handling chick but appeared to circle back after we released to feed; using scale with +10",CROZ,M,39-40,71816_1,MEL,1E,CR1,BR,1/7/2020,MEL,,1/11/2020,71816,UB,"FT CHICKS, FT RM 01/23 BUT DID NOT BAND CHICK BECAUSE TOO SMALL",39-40,BR,1,MEL,,0,2020,1/7/2020,PL,"FISHTAGGED CHICK AS 395, UB ON",NA,11/1/2011,2989,
176,1920,m2,46408,1,76064,,CROZ,M,2,46408_1,MEL,1E,CR8,BR,1/7/2020,MEL,MEL,1/11/2020,46408,UB,"TOO MANY FT AROUND TO BE SURE WHO CR, ONLY 1 CH FOUND TO BAND ON 1/22 BUT CR SIZE",2,BR,2,MEL,MEL,0,2020,1/7/2020,MLE,"FT SEEN NOT READ, RSO",NA,11/1/2011,2989,
177,1920,m2,46408,0,NA,chick not found,CROZ,M,2,46408_2,MEL,1E,CR8,BR,1/7/2020,MEL,MEL,1/11/2020,46408,UB,"TOO MANY FT AROUND TO BE SURE WHO CR, ONLY 1 CH FOUND TO BAND ON 1/22 BUT CR SIZE",2,BR,2,MEL,MEL,0,2020,1/7/2020,MLE,"FT SEEN NOT READ, RSO",NA,11/1/2011,2989,
178,1920,m8,49842,1,76084,,CROZ,M,8,49842_1,GF,1E,CR1,BR,12/30/2019,GF,,1/3/2020,49842,UB,FT CHICK SEEN IN CRECHE AFTER (MELON),8,BR,1,GF,,7,2019,12/30/2019,DJ,GF+,NA,11/1/2011,2981,
179,1920,m1a,32189,1,76130,,CROZ,M,1A,32189_1,MEL,2E,CR1,CR,1/11/2020,MEL,,1/11/2020,32189,UB,FT CH PA+ ON 1/16,1A,BR,1,MEL,,0,2020,1/7/2020,MLE,"UB ON, BR TIGHT, CAN'T SEE FT",NA,11/1/2011,2989,
180,1920,l,71865,1,76054,,CROZ,L,NA,71865_1,MEL,2E,CR2,CR,1/5/2020,MEL,GF,1/5/2020,71865,UB,ONLY ONE CHICK FOUND AT BANDING,,BR,2,MEL,GF,4,2019,12/31/2019,PL,"SMALLER CHICK FT IS 443, COULDN'T READ THE OTHER ONE BUT SAW IT",NA,11/1/2011,2982,
181,1920,l,71865,0,NA,Chick not found,CROZ,L,NA,71865_2,GF,2E,CR2,CR,1/5/2020,MEL,GF,1/5/2020,71865,UB,ONLY ONE CHICK FOUND AT BANDING,,BR,2,MEL,GF,4,2019,12/31/2019,PL,"SMALLER CHICK FT IS 443, COULDN'T READ THE OTHER ONE BUT SAW IT",NA,11/1/2011,2982,
182,1920,m2,32159,0,NA,chick not found,CROZ,M,2,32159_1,GF,1E,CR8,G,1/7/2020,PA,GF,1/11/2020,32159,UB,"ONLY ONE CH EVER SEEN IN CR, 1 FT REMOVED 1/22, GF SEEMED TO BE SHRINKING, LIKELY JUST CR1",2,G,2,PA,GF,0,2020,1/7/2020,MLE,"UB ON, 2 FT SEEN NOT READ, PA GOOD BUT GF SHRINKING?",NA,11/1/2011,2989,
