"study","orig_col","br_col","season","deploy_num","bird_id","bad_avid","cohort","yr_marked","age","br_exp","device_id","deploy_date","deploy_time","mass_depl","torso_depl","retrieve_date","retrieve_time","mass_retr","torso_retr","breeder","success","nucrec","date_meas","flipper","bill_length","bill_depth","sex","sex_how","bqi","breeder_prev","success_prev","nucrec_prev","breeder_next","success_next","nucrec_next","removed","filename","start_rec","end_rec","data","data_days","rebooted","bird_fn","locs_filename","dives_filename"
"WB","CROZ","CROZ",2016,1,8106102,NA,NA,2013,NA,NA,551,2016-12-20,14:26:00,4400,536,NA,NA,NA,NA,1,1,2,2016-12-20,185,23.52,17.25,"M","field",NA,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,8106102,NA,NA
"WB","CROZ","CROZ",2017,1,8116892,NA,NA,2011,NA,NA,1706037,2017-12-14,15:28:00,4410,516,2018-11-02,18:08:00,4310,518,1,1,2,2017-12-14,183,21.23,17.74,"F","DNA",NA,1,1,2,1,1,1,0,"008116892_0037c17.txt","10/20/2017","2/1/2019","c",469,0,8116892,"8116892_movementSummary.csv","008116892_0037c17_diveStats.csv"
"WB","CROZ","CROZ",2018,2,8116892,NA,NA,2011,NA,NA,1801001,2018-11-02,18:08:00,4310,518,2019-11-08,19:19:00,4270,495,1,1,1,2017-12-14,183,21.23,17.74,"F","DNA",NA,1,1,2,1,1,2,0,"008116892_1801001c18.txt","10/20/2018","3/4/2020","c",501,0,8116892,"8116892_movementSummary.csv","008116892_1801001c18_diveStats.csv"
"WB","CROZ","CROZ",2016,1,8272027,NA,NA,2010,NA,NA,574,2016-12-20,15:00:20,5000,565,2017-11-09,16:38:00,5330,586,1,1,1,2016-12-20,199,24.82,17.23,"M","field",NA,1,1,2,1,1,1,0,NA,NA,NA,NA,NA,NA,8272027,NA,NA
"WB","CROZ","CROZ",2017,2,8272027,NA,NA,2010,NA,NA,1706160,2017-11-09,16:38:00,5330,586,2018-11-02,16:22:00,4890,524,1,1,1,2016-12-20,199,24.82,17.23,"M","field",NA,1,1,1,1,1,1,0,"008272027_0160c17.txt","10/20/2017","2/1/2019","c",469,0,8272027,"8272027_movementSummary.csv","008272027_0160c17_diveStats.csv"
"WB","CROZ","CROZ",2018,3,8272027,NA,NA,2010,NA,NA,1801024,2018-11-02,16:22:00,4890,524,2019-11-05,14:27:00,4530,525,1,1,1,2016-12-20,199,24.82,17.23,"M","field",NA,1,1,1,1,1,1,0,"008272027_1801024c18.txt","11/1/2018","3/6/2020","c",491,0,8272027,"8272027_movementSummary.csv","008272027_1801024c18_diveStats.csv"
"WB","CROZ","CROZ",2016,1,8275359,NA,NA,2014,NA,NA,6079,2016-12-09,15:13:09,4500,553,NA,NA,NA,NA,1,1,1,2016-12-09,174,21.9,17.12,"F","field",NA,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,8275359,NA,NA
"WB","CROZ","CROZ",2016,1,8371590,NA,NA,2014,NA,NA,6055,2016-11-25,NA,4200,537,2017-11-18,19:48:00,3500,524,1,1,2,2016-11-25,174,24.23,16.78,"F","field",NA,1,1,1,1,0,0,0,"008371590_6055c16.txt","11/15/2016","4/8/2017","i",144,0,8371590,"8371590_movementSummary.csv","008371590_6055c16_diveStats.csv"
"WB","CROZ","CROZ",2017,2,8371590,NA,NA,2014,NA,NA,1706066,2017-11-18,19:48:00,3500,524,2018-11-02,18:37:00,4450,511,1,0,0,2016-11-25,174,24.23,16.78,"F","field",NA,1,1,2,1,1,2,0,"008371590_0066c17.txt","10/20/2017","2/4/2019","c",472,0,8371590,"8371590_movementSummary.csv","008371590_0066c17_diveStats.csv"
"WB","CROZ","CROZ",2018,3,8371590,NA,NA,2014,NA,NA,1801139,2018-11-02,18:37:00,4450,511,NA,NA,NA,NA,1,1,2,2016-11-25,174,24.23,16.78,"F","field",NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,8371590,NA,NA
"WB","CROZ","CROZ",2016,1,8513064,NA,NA,2011,NA,NA,379,2016-12-09,15:45:34,4600,529,NA,NA,NA,NA,1,1,2,2016-12-09,181,25.68,18.73,"M","field",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,8513064,NA,NA
"WB","CROZ","CROZ",2016,1,8517300,NA,NA,2014,NA,NA,6080,2016-12-16,15:51:00,4700,525,2017-11-01,15:51:00,5170,534,1,1,2,2016-12-16,190,26.38,18.43,"M","field",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,8517300,NA,NA
"WB","CROZ","CROZ",2017,2,8517300,NA,NA,2014,NA,NA,1706038,2017-11-01,15:51:00,5170,534,2018-11-20,15:49:00,3940,483,0,0,0,2016-12-16,190,26.38,18.43,"M","field",NA,1,1,2,1,0,0,0,NA,NA,NA,NA,NA,NA,8517300,NA,NA
"WB","CROZ","CROZ",2018,3,8517300,NA,NA,2014,NA,NA,1801088,2018-11-20,15:49:00,3940,483,2019-11-05,14:42:00,5380,512,1,0,0,2016-12-16,190,26.38,18.43,"M","field",NA,0,0,0,1,1,1,0,"008517300_1801088c18.txt","10/20/2018","3/9/2020","c",506,0,8517300,"8517300_movementSummary.csv","008517300_1801088c18_diveStats.csv"
"WB","CROZ","CROZ",2016,1,8549282,NA,NA,2015,NA,NA,6047,2016-11-30,18:43:00,4575,557,NA,NA,NA,NA,1,1,2,2016-11-30,174,23.11,18.15,"F","field",NA,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,8549282,NA,NA
"WB","CROZ","CROZ",2016,1,8577277,NA,NA,2015,NA,NA,563,2016-12-01,17:07:00,4475,567,2017-11-03,14:41:00,4450,514,1,1,2,2016-12-01,173,23.53,16.57,"F","field",NA,1,1,2,1,1,2,0,NA,NA,NA,NA,NA,NA,8577277,NA,NA
"WB","CROZ","CROZ",2017,2,8577277,NA,NA,2015,NA,NA,1706088,2017-11-03,14:41:00,4450,514,2018-11-02,17:09:00,4570,503,1,1,2,2016-12-01,173,23.53,16.57,"F","field",NA,1,1,2,1,1,1,0,"008577277_0088c17.txt","10/20/2017","2/4/2019","c",472,0,8577277,"8577277_movementSummary.csv","008577277_0088c17_diveStats.csv"
"WB","CROZ","CROZ",2018,3,8577277,NA,NA,2015,NA,NA,1725091,2018-11-02,17:09:00,4570,503,2019-11-12,18:54:00,4030,477,1,1,1,2016-12-01,173,23.53,16.57,"F","field",NA,1,1,2,1,1,8,0,"008577277_1725091c18.txt","10/20/2018","3/3/2020","c",500,0,8577277,"8577277_movementSummary.csv","008577277_1725091c18_diveStats.csv"
"WB","CROZ","CROZ",2017,1,8826284,NA,NA,2001,NA,NA,1706096,2017-12-10,15:42:00,3910,506,2018-11-02,17:46:00,3960,488,1,1,2,2017-12-10,187,21.12,16.66,"F","DNA",NA,1,1,2,1,0,0,0,"008826284_0096c17.txt","10/20/2017","2/4/2019","c",472,0,8826284,"8826284_movementSummary.csv","008826284_0096c17_diveStats.csv"
"WB","CROZ","CROZ",2018,2,8826284,NA,NA,2001,NA,NA,1801105,2018-11-02,17:46:00,3960,488,2019-10-28,18:36:00,4130,501,1,0,0,2017-12-10,187,21.12,16.66,"F","DNA",NA,1,1,2,0,0,0,0,"008826284_1801105c18.txt","10/20/2018","3/5/2020","c",502,0,8826284,"8826284_movementSummary.csv","008826284_1801105c18_diveStats.csv"
"WB","CROZ","CROZ",2016,1,8830377,NA,NA,2012,NA,NA,383,2016-12-19,14:35:54,4700,535,NA,NA,NA,NA,1,1,1,2016-12-19,186,26.53,18.49,"M","field",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,8830377,NA,NA
"WB","CROZ","CROZ",2016,1,8858787,NA,NA,2015,NA,NA,556,2016-12-13,16:45:00,4900,544,NA,NA,NA,NA,1,1,1,2016-12-13,174,22.52,17.48,"M","field",NA,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,8858787,NA,NA
"WB","CROZ","CROZ",2016,1,8866059,NA,NA,2012,NA,NA,541,2016-12-16,15:25:00,4650,532,2017-10-30,15:09:00,4690,533,1,1,1,2016-12-16,180,23.47,17.47,"M","field",NA,1,1,1,1,1,1,0,"008866059_0541c16.txt","11/15/2016","11/19/2017","c",369,0,8866059,"8866059_movementSummary.csv","008866059_0541c16_diveStats.csv"
"WB","CROZ","CROZ",2017,2,8866059,NA,NA,2012,NA,NA,1706132,2017-10-30,15:09:00,4690,533,2018-11-02,15:59:00,4520,480,1,1,1,2016-12-16,180,23.47,17.47,"M","field",NA,1,1,1,1,1,1,0,"008866059_0132c17.txt","10/20/2017","3/14/2018","i",145,0,8866059,"8866059_movementSummary.csv","008866059_0132c17_diveStats.csv"
"WB","CROZ","CROZ",2018,3,8866059,NA,NA,2012,NA,NA,1801124,2018-11-02,15:59:00,4520,480,2019-11-05,13:47:00,5610,501,1,1,1,2016-12-16,180,23.47,17.47,"M","field",NA,1,1,1,1,1,1,0,"008866059_1801124c18.txt","10/20/2018","2/12/2019","i",115,0,8866059,NA,"008866059_1801124c18_diveStats.csv"
"WB","CROZ","CROZ",2016,1,13116786,NA,NA,2000,NA,NA,6061,2016-12-03,20:08:00,4475,536,NA,NA,NA,NA,1,1,2,2016-12-03,181,22.09,18.02,"F","DNA",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,13116786,NA,NA
"WB","CROZ","CROZ",2016,1,44312349,NA,NA,2002,NA,NA,544,2016-12-13,15:45:00,4850,568,2017-12-25,19:15:00,NA,530,1,1,2,2016-12-13,187,23.56,15.95,"M","DNA",NA,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,44312349,NA,NA
"WB","CROZ","CROZ",2016,1,44363826,NA,NA,2002,NA,NA,6067,2016-12-21,15:02:25,4500,524,2017-11-05,17:15:00,4840,488,1,1,1,2016-12-21,192,26.23,16.44,"M","field",NA,1,1,1,0,0,0,0,"044363826_6067c16.txt","11/15/2016","11/19/2017","c",369,0,44363826,"44363826_movementSummary.csv","044363826_6067c16_diveStats.csv"
"WB","CROZ","CROZ",2017,2,44363826,NA,NA,2002,NA,NA,1706055,2017-11-05,17:15:00,4840,488,NA,NA,NA,NA,0,0,0,2016-12-21,192,26.23,16.44,"M","field",NA,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,44363826,NA,NA
"WB","CROZ","CROZ",2017,1,44383526,NA,NA,2002,NA,NA,1706005,2017-11-30,16:00:00,4030,503,2018-11-04,14:06:00,4290,497,1,1,1,2017-11-30,176,22.53,16.6,"F","DNA",NA,1,1,2,1,1,2,0,"044383526_0005c17.txt","10/20/2017","2/4/2019","c",472,0,44383526,"44383526_movementSummary.csv","044383526_0005c17_diveStats.csv"
"WB","CROZ","CROZ",2018,2,44383526,NA,NA,2002,NA,NA,1725004,2018-11-04,14:06:00,4290,497,2019-10-29,18:25:00,4280,502,1,1,2,2017-11-30,176,22.53,16.6,"F","DNA",NA,1,1,1,0,0,0,0,"044383526_1725004c18.txt","10/20/2018","3/3/2020","c",500,0,44383526,"44383526_movementSummary.csv","044383526_1725004c18_diveStats.csv"
"WB","CROZ","CROZ",2017,1,583000539,583000539,NA,2017,NA,NA,NA,2017-11-26,17:53:00,4000,521,NA,NA,NA,NA,1,1,1,2017-11-26,181,25.21,16.53,"F","field",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,583000539,NA,NA
"WB","CROZ","CROZ",2017,1,583000810,583000810,NA,2016,NA,NA,1706097,2017-12-07,16:31:00,5100,565,NA,NA,NA,NA,1,1,1,2017-12-07,191,23.97,17.93,"M","DNA",NA,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,583000810,NA,NA
"WB","CROZ","CROZ",2016,1,583000811,583000811,NA,2016,NA,NA,573,2016-11-29,20:06:00,4100,512,NA,NA,NA,NA,1,1,2,2016-11-29,170,21.16,16.98,"F","field",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,583000811,NA,NA
"WB","CROZ","CROZ",2016,1,583001318,583001318,NA,2016,NA,NA,6060,2016-12-03,20:44:00,4625,508,2017-11-09,16:07:00,4610,491,1,1,2,2016-12-03,164,20.86,15.8,"F","field",NA,0,0,0,0,0,0,0,"583001318_6060c16.txt","11/15/2016","11/19/2017","c",369,0,583001318,"583001318_movementSummary.csv","583001318_6060c16_diveStats.csv"
"WB","CROZ","CROZ",2017,2,583001318,583001318,NA,2016,NA,NA,1706151,2017-11-09,16:07:00,4610,491,NA,NA,NA,NA,0,0,0,2016-12-03,164,20.86,15.8,"F","field",NA,1,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,583001318,NA,NA
"WB","CROZ","CROZ",2016,1,583001354,583001354,NA,2016,NA,NA,550,2016-12-03,NA,4300,538,NA,NA,NA,NA,1,1,1,2016-12-03,177,22.48,17.99,"F","field",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,583001354,NA,NA
"WB","CROZ","CROZ",2017,1,711000014,583000014,NA,2017,NA,NA,1706103,2017-12-07,15:32:00,4400,NA,2018-11-04,13:27:00,4340,481,1,1,1,2017-12-07,181,23.71,17.68,"M","DNA",NA,0,0,0,1,1,2,0,"583000014_0103c17.txt","10/20/2017","2/4/2019","c",472,0,583000014,"583000014_movementSummary.csv","583000014_0103c17_diveStats.csv"
"WB","CROZ","CROZ",2018,2,711000014,583000014,NA,2017,NA,NA,1801035,2018-11-04,13:27:00,4340,481,2019-10-28,18:17:00,4760,511,1,1,2,2017-12-07,181,23.71,17.68,"M","DNA",NA,1,1,1,1,1,8,0,"583000014_1801035c18.txt","11/1/2018","3/5/2020","c",490,0,583000014,"583000014_movementSummary.csv","583000014_1801035c18_diveStats.csv"
"WB","CROZ","CROZ",2017,1,711000358,583000358,NA,2017,NA,NA,1706044,2017-12-19,13:40:00,5080,506,2018-11-17,16:13:00,4510,519,1,0,0,2017-12-19,187,24.83,16.71,"M","DNA",NA,0,0,0,1,1,2,0,"583000358_0044c17.txt","10/20/2017","2/4/2019","c",472,0,583000358,"583000358_movementSummary.csv","583000358_0044c17_diveStats.csv"
"WB","CROZ","CROZ",2018,2,711000358,583000358,NA,2017,NA,NA,1725002,2018-11-17,16:13:00,4510,519,2019-11-12,19:06:00,5060,520,1,1,2,2017-12-19,187,24.83,16.71,"M","DNA",NA,1,0,0,1,1,8,0,"583000358_1725002c18.txt","10/20/2018","3/3/2020","c",500,0,583000358,"583000358_movementSummary.csv","583000358_1725002c18_diveStats.csv"
"WB","CROZ","CROZ",2018,1,711000371,583000371,NA,2017,NA,NA,1801006,2018-12-07,15:18:00,5030,545,2019-10-31,13:50:00,5010,502,1,1,2,2018-12-07,185,24.39,18.05,"M","DNA",NA,1,1,2,1,1,2,0,"583000371_1801006c18.txt","10/20/2018","3/6/2020","c",503,0,583000371,"583000371_movementSummary.csv","583000371_1801006c18_diveStats.csv"
"WB","CROZ","CROZ",2017,1,711000407,583000279,NA,2017,NA,NA,1706085,2017-11-28,16:14:00,4510,485,2018-11-02,15:29:00,4580,465,1,1,2,2017-11-28,185,20.74,17.29,"F","DNA",NA,0,0,0,1,1,1,0,"583000279_0085c17.txt","10/20/2017","2/4/2019","c",472,0,583000279,"583000279_movementSummary.csv","583000279_0085c17_diveStats.csv"
"WB","CROZ","CROZ",2018,2,711000407,583000279,NA,2017,NA,NA,1801101,2018-11-02,15:29:00,4580,465,2019-11-05,14:02:00,4470,482,1,1,1,2017-11-28,185,20.74,17.29,"F","DNA",NA,1,1,2,1,1,8,0,"583000279_1801101c18.txt","10/20/2018","3/10/2020","c",507,0,583000279,"583000279_movementSummary.csv","583000279_1801101c18_diveStats.csv"
"WB","CROZ","CROZ",2016,1,711000483,583000355,NA,2016,NA,NA,6066,2016-12-01,16:40:00,3725,531,2017-11-01,16:53:00,4070,458,1,1,1,2016-12-01,188,22.24,17.44,"F","field",NA,0,0,0,1,1,1,0,"583000355_6066c16.txt","11/15/2016","11/19/2017","c",369,0,583000355,"583000355_movementSummary.csv","583000355_6066c16_diveStats.csv"
"WB","CROZ","CROZ",2017,2,711000483,583000355,NA,2016,NA,NA,1706092,2017-11-01,16:53:00,4070,458,2018-11-27,14:12:00,3570,504,1,1,1,2016-12-01,188,22.24,17.44,"F","field",NA,1,1,1,1,1,2,0,"583000355_0092c17.txt","10/20/2017","2/4/2019","c",472,0,583000355,"583000355_movementSummary.csv","583000355_0092c17_diveStats.csv"
"WB","CROZ","CROZ",2018,3,711000483,583000355,NA,2016,NA,NA,1801013,2018-11-27,14:12:00,3570,504,NA,NA,NA,NA,1,1,2,2016-12-01,188,22.24,17.44,"F","field",NA,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,583000355,NA,NA
"WB","CROZ","CROZ",2018,1,711000549,583000549,NA,2018,NA,NA,1801059,2018-12-05,16:04:00,4420,482,NA,NA,NA,NA,1,0,0,2018-12-05,180,22.37,16.79,"M","DNA",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,583000549,NA,NA
"WB","CROZ","CROZ",2018,1,711000590,583000590,NA,2018,NA,NA,1801008,2018-11-27,14:26:00,4430,549,2019-11-10,18:33:00,4380,488,1,1,1,2018-11-27,185,22.84,16.62,"F","field",NA,0,0,0,1,1,1,0,"583000590_1801008c18.txt","10/20/2018","9/21/2019","i",336,0,583000590,"583000590_movementSummary.csv","583000590_1801008c18_diveStats.csv"
"WB","CROZ","CROZ",2017,1,711000614,583000614,NA,2017,NA,NA,1706017,2017-11-30,15:33:00,4170,520,2018-11-04,14:30:00,3950,490,1,1,2,2017-11-30,174,20.23,16.7,"F","DNA",NA,0,0,0,1,0,0,0,"583000614_0017c17.txt","10/20/2017","2/1/2019","c",469,0,583000614,"583000614_movementSummary.csv","583000614_0017c17_diveStats.csv"
"WB","CROZ","CROZ",2018,2,711000614,583000614,NA,2017,NA,NA,1725199,2018-11-04,14:30:00,3950,490,2019-11-10,18:46:00,3970,471,1,0,0,2017-11-30,174,20.23,16.7,"F","DNA",NA,1,1,2,0,0,0,0,"583000614_1725199c18.txt","10/20/2018","3/3/2020","c",500,0,583000614,"583000614_movementSummary.csv","583000614_1725199c18_diveStats.csv"
"WB","CROZ","CROZ",2017,1,711000655,583000527,NA,2017,NA,NA,1706073,2017-12-07,15:17:00,4280,511,2018-11-17,15:58:00,3620,487,1,0,0,2017-12-07,167,24.03,16.19,"F","DNA",NA,0,0,0,1,0,0,0,"583000527_0073c17.txt","10/20/2017","2/1/2019","c",469,0,583000527,"583000527_movementSummary.csv","583000527_0073c17_diveStats.csv"
"WB","CROZ","CROZ",2018,2,711000655,583000527,NA,2017,NA,NA,1801087,2018-11-17,15:58:00,3620,487,2019-11-15,13:49:00,4270,476,1,0,0,2017-12-07,167,24.03,16.19,"F","DNA",NA,1,0,0,1,0,0,0,"583000527_1801087c18.txt","10/20/2018","3/4/2020","c",501,0,583000527,"583000527_movementSummary.csv","583000527_1801087c18_diveStats.csv"
"WB","CROZ","CROZ",2016,1,711001247,583001119,NA,2016,NA,NA,571,2016-12-03,20:32:00,4400,530,2017-11-12,16:06:00,4580,525,1,1,1,2016-12-03,174,22.9,17.33,"F","field",NA,0,0,0,1,0,0,0,"583001119_0571c16.txt","11/15/2016","11/19/2017","c",369,0,583001119,"583001119_movementSummary.csv","583001119_0571c16_diveStats.csv"
"WB","CROZ","CROZ",2017,2,711001247,583001119,NA,2016,NA,NA,1706081,2017-11-12,16:06:00,4580,525,2018-11-06,18:52:00,4630,498,1,0,0,2016-12-03,174,22.9,17.33,"F","field",NA,1,1,1,1,1,1,0,"583001119_0081c17.txt","10/20/2017","2/4/2019","c",472,0,583001119,"583001119_movementSummary.csv","583001119_0081c17_diveStats.csv"
"WB","CROZ","CROZ",2018,3,711001247,583001119,NA,2016,NA,NA,1801130,2018-11-06,18:52:00,4630,498,2019-11-07,18:54:00,4520,491,1,1,1,2016-12-03,174,22.9,17.33,"F","field",NA,1,0,0,1,1,2,0,"583001119_1801130c18.txt","10/20/2018","3/6/2020","c",503,0,583001119,"583001119_movementSummary.csv","583001119_1801130c18_diveStats.csv"
"WB","CROZ","CROZ",2018,1,711001314,583001314,NA,2018,NA,NA,1801137,2018-12-07,14:49:00,5510,564,NA,NA,NA,NA,1,1,1,2018-12-07,196,25.71,18.03,"M","DNA",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,583001314,NA,NA
"WB","CROZ","CROZ",2018,1,711001318,583001318,NA,2018,NA,NA,1725169,2018-11-30,13:05:00,3900,517,2019-11-05,15:02:00,4390,489,1,0,0,2018-11-30,170,22.7,16.25,"F","DNA",NA,0,0,0,1,1,1,0,"583001318_1725169c18.txt","10/20/2018","3/3/2020","c",500,0,583001318,"583001318_movementSummary.csv","583001318_1725169c18_diveStats.csv"
"WB","CROZ","CROZ",2018,1,711001336,583001336,NA,2018,NA,NA,1801060,2018-11-24,15:03:00,3880,477,NA,NA,NA,NA,1,0,0,2018-11-24,178,23.06,16.47,"M","DNA",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,583001336,NA,NA
"WB","CROZ","CROZ",2018,1,711001369,583001369,NA,2018,NA,NA,1801004,2018-11-30,12:32:00,5540,536,2019-11-07,18:44:00,5110,497,1,1,1,2018-11-30,189,23.09,18.67,"F","DNA",NA,0,0,0,1,1,1,0,"583001369_1801004c18.txt","10/20/2018","2/24/2019","i",127,0,583001369,NA,"583001369_1801004c18_diveStats.csv"
"KA","ROYD","ROYD",2016,1,2774,NA,2000,NA,16,9,547,2016-12-26,NA,NA,NA,NA,NA,NA,NA,0,0,0,2016-12-26,185,25.51,18.92,"F","field",0.0637124976331312,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2774,NA,NA
"KA","ROYD","ROYD",2016,1,2790,NA,2000,NA,16,4,543,2016-12-04,NA,3675,505,NA,NA,NA,NA,1,0,0,2016-12-04,194,26.03,19.78,"M","field",-0.106265595858812,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2790,NA,NA
"KA","ROYD","ROYD",2016,1,2802,NA,2001,NA,15,10,361,2016-12-26,NA,NA,NA,2017-11-22,NA,3645,512,0,0,0,2016-12-26,195,23.77,19.3,"M","DNA",0.431152493153321,1,0,0,1,0,0,0,"000002802_0361r16.txt","11/15/2016","11/19/2017","c",369,0,2802,"2802_movementSummary.csv","000002802_0361r16_diveStats.csv"
"KA","ROYD","ROYD",2017,2,2802,NA,2001,NA,16,10,1706200,2017-11-22,NA,3645,512,2018-11-04,NA,4750,514,1,0,0,2016-12-26,195,23.77,19.3,"M","DNA",0.431152493153321,0,0,0,1,1,2,0,NA,NA,NA,NA,NA,NA,2802,NA,NA
"KA","ROYD","ROYD",2018,3,2802,NA,2001,NA,17,11,1801070,2018-11-04,NA,4750,514,2019-11-05,11:25:00,4830,560,1,1,2,2016-12-26,195,23.77,19.3,"M","DNA",0.431152493153321,1,0,0,0,0,0,0,"000002802_1801070r18.txt","10/20/2018","3/11/2020","c",508,0,2802,"2802_movementSummary.csv","000002802_1801070r18_diveStats.csv"
"KA","ROYD","ROYD",2017,1,2863,NA,2001,NA,16,4,1706114,2017-12-03,NA,NA,NA,NA,NA,NA,NA,1,1,1,2017-12-03,174,20.49,19.59,"F","DNA",-0.0844501770066397,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2863,NA,NA
"KA","ROYD","ROYD",2016,1,3698,NA,2003,NA,13,3,6054,2016-12-04,NA,3900,490,2017-11-22,NA,5425,525,1,0,0,2016-12-04,180,25.05,19.79,"M","field",-0.184855216292556,0,0,0,1,1,2,0,"000003698_6054r16.txt","11/15/2016","11/19/2017","c",369,0,3698,"3698_movementSummary.csv","000003698_6054r16_diveStats.csv"
"KA","ROYD","ROYD",2017,2,3698,NA,2003,NA,14,4,1706068,2017-11-22,NA,5425,525,2018-11-25,NA,4700,545,1,1,2,2016-12-04,180,25.05,19.79,"M","field",-0.184855216292556,1,0,0,1,1,1,0,"000003698_0068r17.txt","10/20/2017","7/17/2018","i",270,0,3698,NA,"000003698_0068r17_diveStats.csv"
"KA","ROYD","ROYD",2018,3,3698,NA,2003,NA,15,5,1801018,2018-11-25,NA,4700,545,2019-11-25,10:30:00,4920,565,1,1,1,2016-12-04,180,25.05,19.79,"M","field",-0.184855216292556,1,1,2,0,0,0,0,"000003698_1801018r18.txt","10/20/2018","3/12/2020","c",509,0,3698,"3698_movementSummary.csv","000003698_1801018r18_diveStats.csv"
"KA","ROYD","ROYD",2016,1,3805,NA,2003,NA,13,5,6105,2016-12-26,NA,NA,NA,NA,NA,NA,NA,1,1,1,2016-12-26,185,21.7,17.57,"M","field",0.115144783707444,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3805,NA,NA
"KA","ROYD","ROYD",2018,1,3809,NA,2003,NA,15,9,1725185,2018-12-29,NA,NA,NA,NA,NA,NA,NA,1,1,2,2018-12-29,191,35.2,20.4,"F","field",-0.0984963171792731,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,3809,NA,NA
"KA","ROYD","ROYD",2016,1,4012,NA,2004,NA,12,5,555,2016-12-29,NA,NA,NA,2017-11-01,NA,NA,500,1,0,0,2016-12-29,NA,NA,NA,"M","field",0.097025636860579,1,1,2,1,1,2,0,NA,NA,NA,NA,NA,NA,4012,NA,NA
"KA","ROYD","ROYD",2017,2,4012,NA,2004,NA,13,6,1706010,2017-11-01,NA,NA,500,2018-11-04,NA,5060,533,1,1,2,2016-12-29,NA,NA,NA,"M","field",0.097025636860579,1,0,0,1,1,1,0,"000004012_0010r17.txt","10/20/2017","2/7/2019","c",475,0,4012,"4012_movementSummary.csv","000004012_0010r17_diveStats.csv"
"KA","ROYD","ROYD",2018,3,4012,NA,2004,NA,14,7,1801047,2018-11-04,NA,5060,533,NA,NA,NA,NA,1,1,1,2016-12-29,NA,NA,NA,"M","field",0.097025636860579,1,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,4012,NA,NA
"KA","ROYD","ROYD",2017,1,4202,NA,2006,NA,11,1,1706089,2018-01-03,NA,NA,520,2018-10-31,NA,5070,550,1,1,1,2018-01-03,185,25.2,19.1,"M","DNA",0.0221920763507149,0,0,0,1,0,0,0,"000004202_0089r17.txt","10/20/2017","3/7/2019","c",503,0,4202,"4202_movementSummary.csv","000004202_0089r17_diveStats.csv"
"KA","ROYD","ROYD",2018,2,4202,NA,2006,NA,12,2,1801097,2018-10-31,NA,5070,550,2019-11-07,12:35:00,5320,560,1,0,0,2018-01-03,185,25.2,19.1,"M","DNA",0.0221920763507149,1,1,1,1,1,1,0,"000004202_1801097r18.txt","10/20/2018","3/11/2020","c",508,0,4202,"4202_movementSummary.csv","000004202_1801097r18_diveStats.csv"
"KA","ROYD","ROYD",2018,1,4235,NA,2006,NA,12,5,1801119,2018-12-29,NA,NA,NA,NA,NA,NA,NA,1,1,1,2018-12-29,187,34.7,19.3,"M","field",0.189932829024329,1,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,4235,NA,NA
"KA","ROYD","ROYD",2016,1,4292,NA,2006,NA,10,2,6062,2016-12-04,NA,3400,482,2017-11-05,NA,4890,550,1,1,2,2016-12-04,195,24.97,19.76,"M","field",-0.201933339604258,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,4292,NA,NA
"KA","ROYD","ROYD",2017,2,4292,NA,2006,NA,11,3,1706058,2017-11-05,NA,4890,550,2018-11-14,NA,4780,535,0,0,0,2016-12-04,195,24.97,19.76,"M","field",-0.201933339604258,1,1,2,1,0,0,0,"000004292_0058r17.txt","10/20/2017","2/7/2019","c",475,0,4292,"4292_movementSummary.csv","000004292_0058r17_diveStats.csv"
