"study","orig_col","br_col","season","deploy_num","bird_id","bad_avid","cohort","yr_marked","age","br_exp","device_id","deploy_date","deploy_time","mass_depl","torso_depl","retrieve_date","retrieve_time","mass_retr","torso_retr","breeder","success","nucrec","date_meas","flipper","bill_length","bill_depth","sex","sex_how","bqi","breeder_prev","success_prev","nucrec_prev","breeder_next","success_next","nucrec_next","removed","filename","start_rec","end_rec","data","data_days","rebooted","bird_fn","locs_filename","dives_filename"
"KA","CROZ","CROZ",2017,2,70940,NA,2010,NA,7,1,1706100,2017-11-17,18:14:00,4180,483,2018-11-10,15:18:00,4700,496,0,0,0,2016-12-19,176,24.7,17.63,"M","DNA",-0.0606230673578713,1,1,1,0,0,0,0,"000070940_0100c17.txt","10/20/2017","3/14/2018","i",145,0,70940,"70940_movementSummary.csv","000070940_0100c17_diveStats.csv"
"KA","CROZ","CROZ",2018,3,70940,NA,2010,NA,8,1,1725186,2018-11-10,15:18:00,4700,496,NA,NA,NA,NA,0,0,0,2016-12-19,176,24.7,17.63,"M","DNA",-0.0606230673578713,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,70940,NA,NA
"KA","CROZ","CROZ",2016,1,70994,NA,2010,NA,6,0,6127,2016-11-29,16:47:00,4125,519,2017-11-08,18:50:00,5450,530,1,1,8,2016-11-29,187,25.62,19.72,"M","DNA",-0.0606230673578713,0,0,0,1,0,0,0,"000070994_6127c16.txt","11/15/2016","11/19/2017","c",369,0,70994,"70994_movementSummary.csv","000070994_6127c16_diveStats.csv"
"KA","CROZ","CROZ",2017,2,70994,NA,2010,NA,7,1,1706116,2017-11-08,18:50:00,5450,530,NA,NA,NA,NA,1,0,0,2016-11-29,187,25.62,19.72,"M","DNA",-0.0606230673578713,1,1,8,0,0,0,0,NA,NA,NA,NA,NA,NA,70994,NA,NA
"KA","CROZ","CROZ",2016,1,71053,NA,2010,NA,6,0,549,2016-12-01,19:03:00,2850,470,2017-11-06,18:06:00,4280,523,1,0,0,2016-12-01,177,23.03,17.72,"M","DNA",-0.0606230673578713,0,0,0,0,0,0,0,"000071053_0549c16.txt","11/15/2016","11/19/2017","c",369,0,71053,"71053_movementSummary.csv","000071053_0549c16_diveStats.csv"
"KA","CROZ","CROZ",2017,2,71053,NA,2010,NA,7,1,1706136,2017-11-06,18:06:00,4280,523,2018-11-01,18:30:00,3890,488,0,0,0,2016-12-01,177,23.03,17.72,"M","DNA",-0.0606230673578713,1,0,0,1,0,0,0,"000071053_0136c17.txt","10/20/2017","2/19/2019","c",487,0,71053,"71053_movementSummary.csv","000071053_0136c17_diveStats.csv"
"KA","CROZ","CROZ",2018,3,71053,NA,2010,NA,8,1,1801110,2018-11-01,18:30:00,3890,488,2019-11-10,15:40:00,4650,495,1,0,0,2016-12-01,177,23.03,17.72,"M","DNA",-0.0606230673578713,0,0,0,0,0,0,0,"000071053_1801110c18.txt","10/20/2018","3/4/2020","c",501,0,71053,"71053_movementSummary.csv","000071053_1801110c18_diveStats.csv"
"KA","CROZ","CROZ",2016,1,71126,NA,2010,NA,6,0,6094,2016-12-24,15:07:40,4950,507,NA,NA,NA,NA,1,0,0,2016-12-24,188,24.18,17.33,"M","field",0.252066200635242,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,71126,NA,NA
"KA","CROZ","CROZ",2016,1,71161,NA,2010,NA,6,1,NA,2016-12-19,16:24:00,4600,NA,NA,NA,NA,NA,1,1,1,2016-12-19,191,22.42,17.2,"M","DNA",-0.0606230673578713,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,71161,NA,NA
"KA","CROZ","CROZ",2017,1,71164,NA,2010,NA,7,1,1706119,2017-12-16,19:50:00,5420,510,2018-11-04,16:55:00,5350,516,1,1,2,2017-12-16,189,25.62,16.78,"M","DNA",0.12383136593857,1,0,0,0,0,0,0,"000071164_0119c17.txt","10/20/2017","2/26/2019","c",494,0,71164,"71164_movementSummary.csv","000071164_0119c17_diveStats.csv"
"KA","CROZ","CROZ",2018,2,71164,NA,2010,NA,8,1,1801015,2018-11-04,16:55:00,5350,516,2019-11-05,17:34:00,5540,513,0,0,0,2017-12-16,189,25.62,16.78,"M","DNA",0.12383136593857,1,1,2,1,9,9,0,"000071164_1801015c18.txt","10/20/2018","11/2/2019","c",378,0,71164,"71164_movementSummary.csv","000071164_1801015c18_diveStats.csv"
"KA","CROZ","CROZ",2016,1,71185,NA,2010,NA,6,0,566,2016-12-19,14:39:00,3575,NA,NA,NA,NA,NA,1,1,1,2016-12-19,174,20.78,16.58,"F","DNA",-0.0606230673578713,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,71185,NA,NA
"KA","CROZ","CROZ",2016,1,71203,NA,2011,NA,5,0,360,2016-12-10,18:58:56,3925,502,NA,NA,NA,NA,1,1,1,2016-12-10,184,22.89,16.74,"F","DNA",-0.0485032248465106,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,71203,NA,NA
"KA","CROZ","CROZ",2016,1,71373,NA,2011,NA,5,0,6088,2016-12-19,16:59:19,4525,516,2017-11-04,15:26:00,4770,514,1,1,8,2016-12-19,195,26.05,18.62,"M","DNA",-0.0485032248465106,0,0,0,1,1,1,0,"000071373_6088c16.txt","11/15/2016","11/19/2017","c",369,0,71373,"71373_movementSummary.csv","000071373_6088c16_diveStats.csv"
"KA","CROZ","CROZ",2017,2,71373,NA,2011,NA,6,1,1706183,2017-11-04,15:26:00,4770,514,2018-11-04,17:25:00,5000,528,1,1,1,2016-12-19,195,26.05,18.62,"M","DNA",-0.0485032248465106,1,1,8,1,0,0,0,"000071373_0183c17.txt","10/20/2017","2/19/2019","c",487,0,71373,"71373_movementSummary.csv","000071373_0183c17_diveStats.csv"
"KA","CROZ","CROZ",2018,3,71373,NA,2011,NA,7,2,1725189,2018-11-04,17:25:00,5000,528,NA,NA,NA,NA,1,0,0,2016-12-19,195,26.05,18.62,"M","DNA",-0.0485032248465106,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,71373,NA,NA
"KA","CROZ","CROZ",2016,1,71426,NA,2011,NA,5,1,6102,2016-12-03,19:13:00,4250,534,NA,NA,NA,NA,1,0,0,2016-12-03,173,25.15,18.12,"F","DNA",-0.0485032248465106,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,71426,NA,NA
"KA","CROZ","CROZ",2016,1,71472,NA,2011,NA,5,1,398,2016-12-16,17:17:15,4500,526,NA,NA,NA,NA,1,1,8,2016-12-16,183,23.65,17.18,"F","DNA",-0.0485032248465106,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,71472,NA,NA
"KA","CROZ","CROZ",2016,1,71475,NA,2011,NA,5,0,518,2016-12-19,16:00:35,4500,505,2017-11-21,18:16:00,4070,506,1,0,0,2016-12-19,180,22.43,17.95,"M","DNA",-0.0485032248465106,0,0,0,0,0,0,0,"000071475_0518c16.txt","11/15/2016","11/19/2017","c",369,0,71475,"71475_movementSummary.csv","000071475_0518c16_diveStats.csv"
"KA","CROZ","CROZ",2017,2,71475,NA,2011,NA,6,1,1706179,2017-11-21,18:16:00,4070,506,2018-11-01,15:27:00,5260,516,0,0,0,2016-12-19,180,22.43,17.95,"M","DNA",-0.0485032248465106,1,0,0,1,1,1,0,"000071475_0179c17.txt","10/20/2017","2/19/2019","c",487,0,71475,"71475_movementSummary.csv","000071475_0179c17_diveStats.csv"
"KA","CROZ","CROZ",2018,3,71475,NA,2011,NA,7,1,1801052,2018-11-01,15:27:00,5260,516,2019-11-11,19:03:00,4660,500,1,1,1,2016-12-19,180,22.43,17.95,"M","DNA",-0.0485032248465106,0,0,0,1,1,1,0,"000071475_1801052c18.txt","10/20/2018","3/10/2020","c",507,0,71475,"71475_movementSummary.csv","000071475_1801052c18_diveStats.csv"
"KA","CROZ","CROZ",2018,1,71632,NA,2011,NA,7,2,1801140,2018-12-17,17:28:00,4840,506,2019-11-05,18:44:00,4680,497,1,1,2,2018-12-17,188,21.93,17.59,"F","DNA",0.0716507019595877,1,1,1,1,1,1,0,"000071632_1801140c18.txt","10/20/2018","3/6/2020","c",503,0,71632,"71632_movementSummary.csv","000071632_1801140c18_diveStats.csv"
"KA","CROZ","CROZ",2016,1,71689,NA,2011,NA,5,0,569,2016-12-21,18:52:35,4425,507,2017-11-19,16:32:00,4580,553,1,1,1,2016-12-21,196,22.99,20.08,"M","DNA",-0.0485032248465106,0,0,0,0,0,0,0,"000071689_0569c16.txt","11/15/2016","11/19/2017","c",369,0,71689,"71689_movementSummary.csv","000071689_0569c16_diveStats.csv"
"KA","CROZ","CROZ",2017,2,71689,NA,2011,NA,6,1,1706128,2017-11-19,16:32:00,4580,553,NA,NA,NA,NA,0,0,0,2016-12-21,196,22.99,20.08,"M","DNA",-0.0485032248465106,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,71689,NA,NA
"KA","CROZ","CROZ",2016,1,71695,NA,2011,NA,5,0,529,2016-12-05,15:02:00,3550,524,2017-11-11,18:59:00,5070,527,1,1,1,2016-12-05,185,25.98,18.1,"M","DNA",-0.0485032248465106,0,0,0,1,1,1,0,"000071695_0529c16.txt","7/18/2016","7/23/2017","i",370,1,71695,"71695_movementSummary.csv","000071695_0529c16_diveStats.csv"
"KA","CROZ","CROZ",2017,2,71695,NA,2011,NA,6,1,1706106,2017-11-11,18:59:00,5070,527,NA,NA,NA,NA,1,1,1,2016-12-05,185,25.98,18.1,"M","DNA",-0.0485032248465106,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,71695,NA,NA
"KA","CROZ","CROZ",2017,1,71800,NA,2011,NA,6,2,1706036,2018-01-15,18:55:00,4370,485,NA,NA,NA,NA,0,0,0,2018-01-15,194,22.27,16.17,"F","field",0.377242104004059,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,71800,NA,NA
"KA","CROZ","CROZ",2017,1,71808,NA,2011,NA,6,0,1706125,2017-12-26,19:16:00,3360,470,NA,NA,NA,NA,1,1,1,2017-12-26,189,21.56,17.45,"F","field",-0.0682416741317341,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,71808,NA,NA
"KA","CROZ","CROZ",2017,1,71816,NA,2011,NA,6,0,1706077,2017-12-23,17:03:00,3900,518,2018-11-03,16:40:00,4730,498,1,1,1,2017-12-23,194,23.87,17.82,"M","DNA",-0.0682416741317341,0,0,0,1,0,0,0,"000071816_0077c17.txt","10/20/2017","2/26/2019","c",494,0,71816,"71816_movementSummary.csv","000071816_0077c17_diveStats.csv"
"KA","CROZ","CROZ",2018,2,71816,NA,2011,NA,7,1,1801116,2018-11-03,16:40:00,4730,498,2019-11-08,17:42:00,4810,496,1,0,0,2017-12-23,194,23.87,17.82,"M","DNA",-0.0682416741317341,1,1,1,1,1,1,0,"000071816_1801116c18.txt","10/20/2018","3/10/2020","c",507,0,71816,"71816_movementSummary.csv","000071816_1801116c18_diveStats.csv"
"KA","CROZ","CROZ",2016,1,71817,NA,2011,NA,5,0,6168,2016-12-19,15:53:00,5375,NA,2017-10-27,18:39:00,5690,630,1,0,0,2016-12-19,193,23.52,16.58,"M","field",-0.0485032248465106,0,0,0,1,1,1,0,"000071817_6168c16.txt","11/15/2016","11/19/2017","c",369,0,71817,"71817_movementSummary.csv","000071817_6168c16_diveStats.csv"
"KA","CROZ","CROZ",2017,2,71817,NA,2011,NA,6,1,1706059,2017-10-27,18:39:00,5690,630,2018-11-01,18:45:00,5150,534,1,1,1,2016-12-19,193,23.52,16.58,"M","field",-0.0485032248465106,1,0,0,0,0,0,0,"000071817_0059c17.txt","10/20/2017","2/19/2019","c",487,0,71817,"71817_movementSummary.csv","000071817_0059c17_diveStats.csv"
"KA","CROZ","CROZ",2018,3,71817,NA,2011,NA,7,1,1801076,2018-11-01,18:45:00,5150,534,2019-11-11,18:25:00,5660,525,0,0,0,2016-12-19,193,23.52,16.58,"M","field",-0.0485032248465106,1,1,1,1,1,2,0,"000071817_1801076c18.txt","11/1/2018","10/19/2019","i",352,0,71817,"71817_movementSummary.csv","000071817_1801076c18_diveStats.csv"
"KA","CROZ","CROZ",2018,1,71865,NA,2011,NA,7,1,1801020,2018-12-23,18:17:00,4190,554,2019-11-10,14:57:00,4260,497,1,1,1,2018-12-23,184,22.64,15.64,"F","DNA",0.346493532085501,1,1,2,1,1,2,0,"000071865_1801020c18.txt","10/20/2018","3/10/2020","c",507,0,71865,"71865_movementSummary.csv","000071865_1801020c18_diveStats.csv"
"KA","CROZ","CROZ",2017,1,71903,NA,2011,NA,6,1,1706180,2017-12-26,19:38:00,4130,496,2018-11-07,16:58:00,5370,536,1,1,2,2017-12-26,196,24.25,18.11,"M","DNA",-0.077495992949621,1,0,0,0,0,0,0,"000071903_0180c17.txt","10/25/2017","12/26/2017","i",62,0,71903,NA,NA
"KA","CROZ","CROZ",2018,2,71903,NA,2011,NA,7,1,1801078,2018-11-07,16:58:00,5370,536,NA,NA,NA,NA,0,0,0,2017-12-26,196,24.25,18.11,"M","DNA",-0.077495992949621,1,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,71903,NA,NA
"KA","CROZ","CROZ",2016,1,72001,NA,2011,NA,5,0,352,2016-12-26,15:56:08,4050,515,2017-11-21,18:02:00,4230,509,1,1,1,2016-12-26,184,23.63,18.64,"F","DNA",-0.0485032248465106,0,0,0,0,0,0,0,"000072001_0352c16.txt","11/15/2016","2/6/2017","i",83,0,72001,NA,"000072001_0352c16_diveStats.csv"
"KA","CROZ","CROZ",2017,2,72001,NA,2011,NA,6,1,1706135,2017-11-21,18:02:00,4230,509,NA,NA,NA,NA,0,0,0,2016-12-26,184,23.63,18.64,"F","DNA",-0.0485032248465106,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,72001,NA,NA
"KA","CROZ","CROZ",2017,1,72023,NA,2011,NA,6,0,1706072,2018-01-11,19:07:00,3510,465,2018-11-09,17:52:00,4040,473,0,0,0,2018-01-11,183,22.07,15.86,"F","DNA",-0.077495992949621,0,0,0,1,1,1,0,"000072023_0072c17.txt","10/20/2017","5/2/2018","i",194,0,72023,"72023_movementSummary.csv","000072023_0072c17_diveStats.csv"
"KA","CROZ","CROZ",2018,2,72023,NA,2011,NA,7,0,1801049,2018-11-09,17:52:00,4040,473,2019-11-20,18:18:00,3930,482,1,1,1,2018-01-11,183,22.07,15.86,"F","DNA",-0.077495992949621,0,0,0,0,0,0,0,"000072023_1801049c18.txt","11/1/2018","3/7/2020","c",492,0,72023,"72023_movementSummary.csv","000072023_1801049c18_diveStats.csv"
"KA","CROZ","CROZ",2016,1,72034,NA,2011,NA,5,1,568,2016-12-12,15:10:57,3855,498,2017-11-11,18:31:00,4270,490,1,1,1,2016-12-12,170,22.45,17.26,"F","DNA",-0.0485032248465106,1,0,0,1,1,2,0,"000072034_0568c16.txt","11/15/2016","11/19/2017","c",369,0,72034,"72034_movementSummary.csv","000072034_0568c16_diveStats.csv"
"KA","CROZ","CROZ",2017,2,72034,NA,2011,NA,6,2,1706152,2017-11-11,18:31:00,4270,490,NA,NA,NA,NA,1,1,2,2016-12-12,170,22.45,17.26,"F","DNA",-0.0485032248465106,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,72034,NA,NA
"KA","CROZ","CROZ",2017,1,72069,NA,2011,NA,6,1,1706182,2017-12-06,19:42:00,4090,534,NA,NA,NA,NA,1,1,2,2017-12-06,184,23.91,14.35,"F","field",-0.0682416741317341,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,72069,NA,NA
"KA","CROZ","CROZ",2017,1,72814,NA,2012,NA,5,0,1706101,2018-01-05,17:38:00,4050,484,NA,NA,NA,NA,1,1,2,2018-01-05,186,21.12,16.01,"F","field",-0.0539833290466009,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,72814,NA,NA
"KA","CROZ","CROZ",2017,1,72829,NA,2012,NA,5,0,1706181,2018-01-01,19:49:00,4170,502,NA,NA,NA,NA,1,1,1,2018-01-01,189,22.69,16.81,"F","DNA",-0.0539833290466009,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,72829,NA,NA
"KA","CROZ","CROZ",2017,1,72965,NA,2012,NA,5,0,1706093,2018-01-01,19:24:00,3790,435,NA,NA,NA,NA,1,0,0,2018-01-01,186,22.38,17.76,"F","DNA",-0.0539833290466009,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,72965,NA,NA
"WB","CROZ","CROZ",2017,1,6810803,NA,NA,2015,NA,NA,1706001,2017-12-07,16:19:00,4960,501,2018-11-04,14:06:00,4510,545,1,1,1,2017-12-07,181,24.12,18.1,"M","DNA",NA,1,1,2,1,1,2,0,"006810803_0001c17.txt","10/20/2017","2/8/2018","i",111,0,6810803,NA,"006810803_0001c17_diveStats.csv"
"WB","CROZ","CROZ",2018,2,6810803,NA,NA,2015,NA,NA,1801002,2018-11-04,14:06:00,4510,545,NA,NA,NA,NA,1,1,2,2017-12-07,181,24.12,18.1,"M","DNA",NA,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,6810803,NA,NA
"WB","CROZ","CROZ",2016,1,6893118,NA,NA,2014,NA,NA,554,2016-12-01,16:59:00,4050,554,NA,NA,NA,NA,1,1,2,2016-12-01,178,22.91,16.37,"F","field",NA,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,6893118,NA,NA
"WB","CROZ","CROZ",2016,1,7056628,NA,NA,2000,NA,NA,6083,2016-12-16,15:40:00,4900,534,2017-11-03,14:41:00,5190,521,1,1,2,2016-12-16,189,25.62,19.42,"M","field",NA,1,1,2,1,1,2,0,"007056628_6083c16.txt","11/15/2016","11/19/2017","c",369,0,7056628,"7056628_movementSummary.csv","007056628_6083c16_diveStats.csv"
"WB","CROZ","CROZ",2017,2,7056628,NA,NA,2000,NA,NA,1706197,2017-11-03,14:41:00,5190,521,2018-11-02,17:09:00,4860,514,1,1,2,2016-12-16,189,25.62,19.42,"M","field",NA,1,1,2,1,1,1,0,"007056628_0197c17.txt","10/20/2017","2/1/2019","c",469,0,7056628,"7056628_movementSummary.csv","007056628_0197c17_diveStats.csv"
"WB","CROZ","CROZ",2018,3,7056628,NA,NA,2000,NA,NA,1801135,2018-11-02,17:09:00,4860,514,NA,NA,NA,NA,1,1,1,2016-12-16,189,25.62,19.42,"M","field",NA,1,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,7056628,NA,NA
"WB","CROZ","CROZ",2016,1,7098889,NA,NA,2005,NA,NA,562,2016-12-19,13:56:55,4400,531,NA,NA,NA,NA,1,0,0,2016-12-19,190,24.65,17.25,"M","DNA",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,7098889,NA,NA
"WB","CROZ","CROZ",2016,1,7111037,NA,NA,2001,NA,NA,6096,2016-12-20,14:11:21,4750,531,2017-11-01,16:24:00,5580,539,1,1,2,2016-12-20,192,25.03,19.29,"M","field",NA,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,7111037,NA,NA
"WB","CROZ","CROZ",2017,2,7111037,NA,NA,2001,NA,NA,1706041,2017-11-01,16:24:00,5580,539,NA,NA,NA,NA,1,0,0,2016-12-20,192,25.03,19.29,"M","field",NA,1,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,7111037,NA,NA
"WB","CROZ","CROZ",2017,1,7531853,NA,NA,2003,NA,NA,1706057,2017-12-03,16:09:00,4080,536,2018-11-08,18:47:00,4350,475,1,1,1,2017-12-03,174,23.51,16.68,"F","DNA",NA,0,0,0,1,1,2,0,"007531853_0057c17.txt","10/20/2017","2/5/2019","c",473,0,7531853,"7531853_movementSummary.csv","007531853_0057c17_diveStats.csv"
"WB","CROZ","CROZ",2018,2,7531853,NA,NA,2003,NA,NA,1801102,2018-11-08,18:47:00,4350,475,2019-11-07,19:10:00,4580,497,1,1,2,2017-12-03,174,23.51,16.68,"F","DNA",NA,1,1,1,1,1,2,0,"007531853_1801102c18.txt","10/20/2018","3/4/2020","c",501,0,7531853,"7531853_movementSummary.csv","007531853_1801102c18_diveStats.csv"
"WB","CROZ","CROZ",2016,1,7554608,NA,NA,2010,NA,NA,6070,2016-12-09,15:34:26,4600,547,2017-11-01,16:06:00,4910,542,1,1,2,2016-12-09,180,21.96,17.8,"M","field",NA,1,1,1,1,1,2,0,"007554608_6070c16.txt","11/15/2016","11/19/2017","c",369,0,7554608,"7554608_movementSummary.csv","007554608_6070c16_diveStats.csv"
"WB","CROZ","CROZ",2017,2,7554608,NA,NA,2010,NA,NA,1706187,2017-11-01,16:06:00,4910,542,2018-11-02,17:27:00,4660,540,1,1,2,2016-12-09,180,21.96,17.8,"M","field",NA,1,1,2,1,0,0,0,"007554608_0187c17.txt","10/20/2017","2/4/2019","c",472,0,7554608,"7554608_movementSummary.csv","007554608_0187c17_diveStats.csv"
"WB","CROZ","CROZ",2018,3,7554608,NA,NA,2010,NA,NA,1801029,2018-11-02,17:27:00,4660,540,NA,NA,NA,NA,1,0,0,2016-12-09,180,21.96,17.8,"M","field",NA,1,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,7554608,NA,NA
"WB","CROZ","CROZ",2016,1,7639831,NA,NA,2006,NA,NA,537,2016-12-01,17:27:00,4125,516,NA,NA,NA,NA,1,0,0,2016-12-01,168,22.46,16.58,"F","field",NA,1,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,7639831,NA,NA
"WB","CROZ","CROZ",2017,1,7782871,NA,NA,2011,NA,NA,1706035,2017-12-10,15:30:00,5380,524,NA,NA,NA,NA,1,1,2,2017-12-10,195,25.84,17.04,"M","DNA",NA,1,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,7782871,NA,NA
"WB","CROZ","CROZ",2016,1,7785630,NA,NA,2014,NA,NA,6042,2016-12-01,16:51:00,4575,522,2017-11-05,18:18:00,4110,485,1,1,1,2016-12-01,176,20.91,16.27,"F","field",NA,1,1,2,1,1,1,0,"007785630_6042c16.txt","11/15/2016","7/16/2017","i",243,0,7785630,"7785630_movementSummary.csv","007785630_6042c16_diveStats.csv"
"WB","CROZ","CROZ",2017,2,7785630,NA,NA,2014,NA,NA,1706127,2017-11-05,18:18:00,4110,485,2018-11-02,16:34:00,4040,475,1,1,1,2016-12-01,176,20.91,16.27,"F","field",NA,1,1,1,0,0,0,1,"007785630_0127c17.txt","10/20/2017","9/11/2018","i",326,0,7785630,"7785630_movementSummary.csv","007785630_0127c17_diveStats.csv"
"WB","CROZ","CROZ",2016,1,7810120,NA,NA,2012,NA,NA,6043,2016-12-19,13:44:25,3725,501,NA,NA,NA,NA,1,1,2,2016-12-19,196,23.71,16.67,"M","field",NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,7810120,NA,NA
"WB","CROZ","CROZ",2018,1,7843088,NA,NA,2014,NA,NA,1801132,2018-11-27,14:44:00,4290,563,2019-11-08,19:30:00,4340,491,1,1,2,2018-11-27,188,21.02,17.46,"F","DNA",NA,1,1,2,1,1,8,0,"007843088_1801132c18.txt","10/20/2018","3/9/2020","c",506,0,7843088,"7843088_movementSummary.csv","007843088_1801132c18_diveStats.csv"
"WB","CROZ","CROZ",2016,1,7870867,NA,NA,2014,NA,NA,572,2016-12-19,14:06:51,4900,526,2017-11-03,15:25:00,4990,565,1,1,2,2016-12-19,182,26.11,17.79,"M","field",NA,0,0,0,1,1,1,0,"007870867_0572c16.txt","11/15/2016","11/19/2017","c",369,0,7870867,"7870867_movementSummary.csv","007870867_0572c16_diveStats.csv"
"WB","CROZ","CROZ",2017,2,7870867,NA,NA,2014,NA,NA,1706172,2017-11-03,15:25:00,4990,565,2018-11-04,13:37:00,4430,535,1,1,1,2016-12-19,182,26.11,17.79,"M","field",NA,1,1,2,1,1,2,0,"007870867_0172c17.txt","10/20/2017","2/4/2019","c",472,0,7870867,"7870867_movementSummary.csv","007870867_0172c17_diveStats.csv"
"WB","CROZ","CROZ",2018,3,7870867,NA,NA,2014,NA,NA,1801091,2018-11-04,13:37:00,4430,535,NA,NA,NA,NA,1,1,2,2016-12-19,182,26.11,17.79,"M","field",NA,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,7870867,NA,NA
"WB","CROZ","CROZ",2016,1,8028544,NA,NA,2015,NA,NA,524,2016-11-25,18:03:00,4125,535,2017-12-14,16:03:00,4750,497,1,1,1,2016-11-25,180,22.54,16.98,"F","field",NA,1,1,1,0,0,0,0,"008028544_0524c16.txt","11/15/2016","11/19/2017","c",369,0,8028544,"8028544_movementSummary.csv","008028544_0524c16_diveStats.csv"
"WB","CROZ","CROZ",2017,2,8028544,NA,NA,2015,NA,NA,1706071,2017-12-14,16:03:00,4750,497,2018-11-04,13:37:00,4090,477,0,0,0,2016-11-25,180,22.54,16.98,"F","field",NA,1,1,1,1,0,0,0,"008028544_0071c17.txt","10/20/2017","2/4/2019","c",472,0,8028544,"8028544_movementSummary.csv","008028544_0071c17_diveStats.csv"
"WB","CROZ","CROZ",2018,3,8028544,NA,NA,2015,NA,NA,1801127,2018-11-04,13:37:00,4090,477,2019-11-05,14:15:00,4360,501,1,0,0,2016-11-25,180,22.54,16.98,"F","field",NA,0,0,0,1,0,0,0,"008028544_1801127c18.txt","10/20/2018","3/7/2020","c",504,0,8028544,"8028544_movementSummary.csv","008028544_1801127c18_diveStats.csv"
"WB","CROZ","CROZ",2017,1,8039512,NA,NA,2010,NA,NA,1706050,2017-12-12,19:41:00,5030,554,2018-11-02,17:50:00,4450,511,1,1,2,2017-12-12,193,21.41,17.7,"M","DNA",NA,1,1,2,1,0,0,0,"008039512_0050c17.txt","10/20/2017","2/4/2019","c",472,0,8039512,"8039512_movementSummary.csv","008039512_0050c17_diveStats.csv"
"WB","CROZ","CROZ",2018,2,8039512,NA,NA,2010,NA,NA,1801071,2018-11-02,17:50:00,4450,511,NA,NA,NA,NA,1,0,0,2017-12-12,193,21.41,17.7,"M","DNA",NA,1,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,8039512,NA,NA
"WB","CROZ","CROZ",2016,1,8092343,NA,NA,2014,NA,NA,6016,2016-12-09,15:23:18,5100,532,2017-10-28,17:43:00,5450,600,1,1,1,2016-12-09,184,22.22,17.48,"F","field",NA,1,1,2,1,1,2,0,NA,NA,NA,NA,NA,NA,8092343,NA,NA
"WB","CROZ","CROZ",2017,2,8092343,NA,NA,2014,NA,NA,1706117,2017-10-28,17:43:00,5450,600,2018-11-02,15:29:00,4690,525,1,1,2,2016-12-09,184,22.22,17.48,"F","field",NA,1,1,1,1,1,1,0,"008092343_0117c17.txt","10/20/2017","10/19/2018","i",364,0,8092343,"8092343_movementSummary.csv","008092343_0117c17_diveStats.csv"
"WB","CROZ","CROZ",2018,3,8092343,NA,NA,2014,NA,NA,1801138,2018-11-02,15:29:00,4690,525,NA,NA,NA,NA,1,1,1,2016-12-09,184,22.22,17.48,"F","field",NA,1,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,8092343,NA,NA
"WB","CROZ","CROZ",2017,1,8093327,NA,NA,2011,NA,NA,1706175,2017-11-30,15:48:00,5380,559,2018-11-27,15:53:00,3990,481,1,1,1,2017-11-30,181,24.76,17.02,"F","DNA",NA,1,1,1,0,0,0,0,"008093327_0175c17.txt","10/20/2017","2/4/2019","c",472,0,8093327,"8093327_movementSummary.csv","008093327_0175c17_diveStats.csv"
"WB","CROZ","CROZ",2018,2,8093327,NA,NA,2011,NA,NA,1801063,2018-11-27,15:53:00,3990,481,2019-11-16,14:40:00,4540,507,0,0,0,2017-11-30,181,24.76,17.02,"F","DNA",NA,1,1,1,0,0,0,0,"008093327_1801063c18.txt","10/20/2018","3/4/2020","c",501,0,8093327,"8093327_movementSummary.csv","008093327_1801063c18_diveStats.csv"
