"COLONY","YEAR","DATE","WEEK","CHICK_NO","NEST_NO","WEIGHT","BAGWEIGHT","ADJ_WT","WING","CRECHE","INDEX","SUBCOLONY","Cr.wing","NOTES","Col13","Col14","BAND","PROOFED","average","sample.no","feather","BANDNUMB"
"CROZ",1996,1997-01-01,1,1,1,650,125,525,NA,NA,NA,NA,NA,"Adjustment for Crozier wing is Royds wing + 8%",NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,2,1,1125,125,1000,81,NA,12.3456790123457,NA,255,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,3,2,1500,125,1375,106,NA,12.9716981132075,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,4,2,1500,125,1375,116,NA,11.8534482758621,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,5,3,760,125,635,74,NA,8.58108108108108,NA,262,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,6,4,2025,125,1900,153,NA,12.4183006535948,NA,183,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,7,5,1050,175,875,77,NA,11.3636363636364,NA,259,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,8,5,885,125,760,81,NA,9.38271604938272,NA,255,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,9,6,550,125,425,51,NA,8.33333333333333,NA,285,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,10,6,525,125,400,50,NA,8,NA,286,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,11,7,2005,175,1830,135,NA,13.5555555555556,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,12,7,1885,175,1710,122,NA,14.016393442623,NA,214,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,13,8,2635,175,2460,155,NA,15.8709677419355,NA,181,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,14,9,1375,175,1200,126,NA,9.52380952380952,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,15,9,1875,175,1700,125,NA,13.6,NA,211,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,16,10,1050,125,925,78,NA,11.8589743589744,NA,258,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,17,10,700,125,575,62,NA,9.2741935483871,NA,274,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,18,11,1500,175,1325,129,NA,10.2713178294574,NA,207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,19,11,1050,175,875,101,NA,8.66336633663366,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,20,12,700,175,525,120,NA,4.375,NA,216,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,21,13,1500,175,1325,116,NA,11.4224137931034,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,22,13,1175,175,1000,96,NA,10.4166666666667,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,23,14,2400,175,2225,151,NA,14.7350993377483,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,24,15,1875,175,1700,140,NA,12.1428571428571,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,25,16,2175,175,2000,138,NA,14.4927536231884,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,26,16,1550,175,1375,131,NA,10.4961832061069,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,27,17,1625,175,1450,121,NA,11.9834710743802,NA,215,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,28,18,1375,175,1200,110,NA,10.9090909090909,NA,226,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,29,18,1250,175,1075,90,NA,11.9444444444444,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,30,19,1600,175,1425,104,NA,13.7019230769231,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,31,20,1425,175,1250,105,NA,11.9047619047619,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,32,20,1350,175,1175,104,NA,11.2980769230769,NA,232,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,33,21,1100,175,925,90,NA,10.2777777777778,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,34,22,2625,175,2450,175,NA,14,NA,161,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,35,23,900,175,725,81,NA,8.95061728395062,NA,255,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,36,23,650,175,475,64,NA,7.421875,NA,272,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,37,24,2075,175,1900,141,NA,13.4751773049645,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,38,25,925,175,750,67,NA,11.1940298507463,NA,269,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,39,25,625,175,450,58,NA,7.75862068965517,NA,278,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,40,26,1025,175,850,83,NA,10.2409638554217,NA,253,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,41,26,575,175,400,54,NA,7.40740740740741,NA,282,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,42,27,1025,175,850,73,NA,11.6438356164384,NA,263,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,43,27,1725,175,1550,102,NA,15.1960784313725,NA,234,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,44,28,1675,175,1500,127,NA,11.8110236220472,NA,209,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,45,29,1225,175,1050,107,NA,9.81308411214953,NA,229,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,46,29,1500,175,1325,130,NA,10.1923076923077,NA,206,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,47,30,1900,175,1725,128,NA,13.4765625,NA,208,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,48,30,1400,175,1225,108,NA,11.3425925925926,NA,228,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,49,31,1475,175,1300,105,NA,12.3809523809524,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,50,32,2250,175,2075,157,NA,13.2165605095541,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-01,1,51,32,2000,175,1825,154,NA,11.8506493506494,NA,182,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,1,1,525,175,350,52,NA,6.73076923076923,NA,284,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,2,1,1125,175,950,105,NA,9.04761904761905,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,3,2,1925,175,1750,139,NA,12.589928057554,NA,197,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,4,3,3000,175,2825,157,NA,17.9936305732484,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,5,4,1900,175,1725,143,NA,12.0629370629371,NA,193,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,6,5,2300,175,2125,150,NA,14.1666666666667,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,7,6,2350,175,2175,176,NA,12.3579545454545,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,8,7,875,175,700,71,NA,9.85915492957746,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,9,7,625,175,450,59,NA,7.6271186440678,NA,277,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,10,8,2875,175,2700,172,NA,15.6976744186047,NA,164,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,11,9,2125,175,1950,125,NA,15.6,NA,211,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,12,10,1875,175,1700,126,NA,13.4920634920635,NA,210,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,13,11,1725,175,1550,144,NA,10.7638888888889,NA,192,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,14,12,2425,175,2250,156,NA,14.4230769230769,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,15,13,875,175,700,81,NA,8.64197530864197,NA,255,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,16,14,1675,175,1500,136,NA,11.0294117647059,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,17,15,1725,175,1550,138,NA,11.231884057971,NA,198,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,18,15,2150,175,1975,149,NA,13.255033557047,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,19,16,1625,175,1450,134,NA,10.8208955223881,NA,202,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,20,17,1250,175,1075,110,NA,9.77272727272727,NA,226,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,21,18,1100,175,925,85,NA,10.8823529411765,NA,251,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,22,19,2175,175,2000,161,NA,12.4223602484472,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,23,20,1750,175,1575,135,NA,11.6666666666667,NA,201,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,24,21,1350,175,1175,129,NA,9.10852713178295,NA,207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,25,22,1175,175,1000,97,NA,10.3092783505155,NA,239,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,26,23,2175,175,2000,141,NA,14.1843971631206,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,27,24,1250,175,1075,96,NA,11.1979166666667,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,28,24,1625,175,1450,129,NA,11.2403100775194,NA,207,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,29,25,1650,175,1475,116,NA,12.7155172413793,NA,220,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,30,25,2225,175,2050,154,NA,13.3116883116883,NA,182,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,31,26,2400,175,2225,165,NA,13.4848484848485,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,32,27,1600,175,1425,115,NA,12.3913043478261,NA,221,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,33,27,1800,175,1625,125,NA,13,NA,211,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,34,28,1750,175,1575,143,NA,11.013986013986,NA,193,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,35,29,1625,175,1450,151,NA,9.60264900662252,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,36,30,2500,175,2325,156,NA,14.9038461538462,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,37,31,1875,175,1700,142,NA,11.9718309859155,NA,194,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,38,32,1800,175,1625,131,NA,12.4045801526718,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,39,33,2175,175,2000,151,NA,13.2450331125828,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,40,34,2975,175,2800,160,NA,17.5,NA,176,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,41,34,2250,175,2075,140,NA,14.8214285714286,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,42,35,2725,175,2550,170,NA,15,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,43,36,1000,175,825,96,NA,8.59375,NA,240,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,44,36,1675,175,1500,108,NA,13.8888888888889,NA,228,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,45,37,1725,175,1550,125,NA,12.4,NA,211,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,46,38,1450,175,1275,105,NA,12.1428571428571,NA,231,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,47,39,2300,175,2125,168,NA,12.6488095238095,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,48,40,1125,175,950,94,NA,10.1063829787234,NA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,49,41,875,175,700,115,NA,6.08695652173913,NA,221,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-07,2,50,42,2500,175,2325,166,NA,14.0060240963855,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,1,1,2725,175,2550,156,"Y",16.3461538461538,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,2,2,2375,175,2200,164,"Y",13.4146341463415,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,3,3,2500,180,2320,171,"Y",13.5672514619883,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,4,4,1900,180,1720,152,"Y",11.3157894736842,NA,184,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,5,5,3500,180,3320,173,"Y",19.1907514450867,NA,163,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,6,6,3050,185,2865,171,"Y",16.7543859649123,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,7,7,1950,185,1765,150,"Y",11.7666666666667,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,8,8,2375,185,2190,151,"Y",14.5033112582781,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,9,9,3800,190,3610,165,"Y",21.8787878787879,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,10,10,2750,190,2560,184,"Y",13.9130434782609,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,11,11,3250,190,3060,171,"Y",17.8947368421053,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,12,12,2550,195,2355,168,"Y",14.0178571428571,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,13,13,3300,195,3105,170,"Y",18.2647058823529,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,14,14,2300,195,2105,155,"Y",13.5806451612903,NA,181,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,15,15,3400,200,3200,192,"Y",16.6666666666667,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,16,16,2575,200,2375,174,"Y",13.6494252873563,NA,162,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,17,17,1950,200,1750,151,"Y",11.5894039735099,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,18,18,1700,205,1495,145,"Y",10.3103448275862,NA,191,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,19,19,2400,205,2195,175,"Y",12.5428571428571,NA,161,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,20,20,2450,205,2245,174,"Y",12.9022988505747,NA,162,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,21,21,3175,210,2965,174,"Y",17.0402298850575,NA,162,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,22,22,2950,210,2740,165,"Y",16.6060606060606,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,23,23,1525,210,1315,111,"Y",11.8468468468468,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,24,24,1750,215,1535,163,"Y",9.41717791411043,NA,173,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,25,25,2150,215,1935,141,"Y",13.7234042553191,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,26,26,2850,220,2630,166,"Y",15.8433734939759,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,27,27,2675,220,2455,176,"Y",13.9488636363636,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,28,28,2875,220,2655,157,"Y",16.9108280254777,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,29,29,2400,225,2175,159,"Y",13.6792452830189,NA,177,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,30,30,2875,225,2650,175,"Y",15.1428571428571,NA,161,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,31,31,1725,225,1500,149,"Y",10.0671140939597,NA,187,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,32,32,1625,225,1400,123,"Y",11.3821138211382,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,33,33,1875,225,1650,111,"Y",14.8648648648649,NA,225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,34,34,2875,225,2650,164,"Y",16.1585365853659,NA,172,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,35,35,1900,225,1675,161,"Y",10.4037267080745,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,36,36,2750,225,2525,165,"Y",15.3030303030303,NA,171,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,37,37,2125,225,1900,158,"Y",12.0253164556962,NA,178,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,38,38,1675,225,1450,114,"Y",12.719298245614,NA,222,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,39,39,3375,225,3150,173,"Y",18.2080924855491,NA,163,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,40,40,2375,240,2135,157,"Y",13.5987261146497,NA,179,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,41,41,2625,240,2385,171,"Y",13.9473684210526,NA,165,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,42,42,2150,240,1910,114,"Y",16.7543859649123,NA,222,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,43,43,2050,240,1810,112,"Y",16.1607142857143,NA,224,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,44,44,1325,240,1085,85,"Y",12.7647058823529,NA,251,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,45,45,1875,260,1615,131,"Y",12.3282442748092,NA,205,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,46,46,2300,260,2040,154,"Y",13.2467532467532,NA,182,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,47,47,2600,260,2340,177,"Y",13.2203389830508,NA,159,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,48,48,2625,260,2365,169,"Y",13.9940828402367,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,49,49,2225,260,1965,113,"Y",17.3893805309735,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-14,3,50,50,2000,260,1740,141,"Y",12.3404255319149,NA,195,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,1,1,3475,175,3300,180,"Y",18.3333333333333,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,2,2,3125,175,2950,176,"Y",16.7613636363636,NA,160,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,3,3,3025,175,2850,187,"Y",15.2406417112299,NA,149,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,4,4,2400,175,2225,175,"Y",12.7142857142857,NA,161,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,5,5,3800,175,3625,186,"Y",19.489247311828,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,6,6,2750,175,2575,182,"Y",14.1483516483516,NA,154,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,7,7,3500,175,3325,177,"Y",18.7853107344633,NA,159,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,8,8,3875,175,3700,181,"Y",20.4419889502762,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,9,9,2750,175,2575,186,"Y",13.8440860215054,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,10,10,3275,175,3100,185,"Y",16.7567567567568,NA,151,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,11,11,3375,175,3200,192,"Y",16.6666666666667,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,12,12,2500,175,2325,181,"Y",12.8453038674033,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,13,13,4175,175,4000,190,"Y",21.0526315789474,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,14,14,3250,175,3075,194,"Y",15.8505154639175,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,15,15,2875,175,2700,169,"Y",15.9763313609467,NA,167,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,16,16,3500,175,3325,166,"Y",20.0301204819277,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,17,17,3125,175,2950,177,"Y",16.6666666666667,NA,159,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,18,18,3625,175,3450,175,"Y",19.7142857142857,NA,161,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,19,19,3525,175,3350,177,"Y",18.9265536723164,NA,159,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,20,20,3775,175,3600,194,"Y",18.5567010309278,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,21,21,2725,175,2550,170,"Y",15,NA,166,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,22,22,3000,175,2825,177,"Y",15.9604519774011,NA,159,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,23,23,3150,175,2975,186,"Y",15.994623655914,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,24,24,2775,175,2600,189,"Y",13.7566137566138,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,25,25,3700,175,3525,191,"Y",18.455497382199,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,26,26,2850,175,2675,180,"Y",14.8611111111111,NA,156,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,27,27,3600,175,3425,190,"Y",18.0263157894737,NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,28,28,4425,175,4250,192,"Y",22.1354166666667,NA,144,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,29,29,2925,175,2750,181,"Y",15.1933701657459,NA,155,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,30,30,2225,175,2050,173,"Y",11.849710982659,NA,163,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,31,31,3300,175,3125,188,"Y",16.6223404255319,NA,148,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,32,32,3375,175,3200,184,"Y",17.3913043478261,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,33,33,3250,175,3075,178,"Y",17.2752808988764,NA,158,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CROZ",1996,1997-01-20,4,34,34,3300,175,3125,191,"Y",16.3612565445026,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA
