"col","season","date","subcol","active_ct","occ_ct","total_ct","notes"
"croz","2012",2012-11-28,"6",80.3333333333333,90.6666666666667,100.333333333333,NA
"croz","2013",2013-12-04,"6",86.75,89.75,93.25,NA
"croz","2014",2014-12-03,"6",90.3333333333333,97.6666666666667,106,NA
"croz","2015",2015-12-02,"6",88,94,102.666666666667,NA
"croz","2016",2016-12-02,"6",104.5,107,112,NA
"croz","2017",2017-11-30,"6",101.5,105.5,112,NA
"croz","2018",2018-11-28,"6",107.5,110.5,117.5,NA
"croz","2019",2019-11-28,"6-6a",341,364,396.5,NA
"croz","2020",2020-11-30,"6-6a",354,377,410,NA
"croz","2021",2021-11-29,"6-6a",336,360.5,395.5,NA
"croz","2010",2010-11-26,"6a",73,NA,80,NA
"croz","2015",2015-12-02,"6a",120.5,136.166666666667,148.833333333333,NA
"croz","2016",2016-12-02,"6a",164.5,170.5,179.5,NA
"croz","2017",2017-11-30,"6a",195,210,231,NA
"croz","2018",2018-11-28,"6a",234.5,238.5,245,NA
"croz","2011",2011-12-01,"6a",67.3333333333333,74.6666666666667,84,NA
"croz","2012",2012-11-28,"6a",70.5,81,94,NA
"croz","2013",2013-12-04,"6a",101.75,109.75,128.5,NA
"croz","2014",2014-12-03,"6a",98.5,136,163,NA
"croz","2004",2004-12-03,"7",307,NA,NA,NA
"croz","2005",2005-11-30,"7",314,NA,374,NA
"croz","2006",2006-11-29,"7",283,NA,NA,NA
"croz","2007",2007-11-30,"7",285.666666666667,NA,317.333333333333,"probably 6 & 7 should be combined - there was a lot of overlap in chicks this year"
"croz","2008",2008-11-27,"7",316,NA,371,"0708 note states combine 6&7, but very distinct separation in 0809 for nests"
"croz","2009",2009-12-02,"7",323.666666666667,NA,513,NA
"croz","2011",2011-12-01,"7",348.166666666667,393.25,431.5,NA
"croz","2012",2012-11-28,"7",343,371.5,408,NA
"croz","2013",2013-12-04,"7",288.75,301,315.5,NA
"croz","2014",2014-12-03,"7",363.5,397.333333333333,422.666666666667,NA
"croz","2015",2015-12-02,"7",337,366,389.333333333333,NA
"croz","2016",2016-12-02,"7",331.5,344,362.5,NA
"croz","2017",2017-11-30,"7",341,354,366,NA
"croz","2018",2018-11-28,"7",325.5,338.5,354.5,NA
"croz","2019",2019-11-28,"7",328.5,355,387,NA
"croz","2020",2020-11-30,"7",380,408,455.5,NA
"croz","2021",2021-11-29,"7",315.5,351,380.5,NA
"croz","2004",2004-12-03,"9-10",521,NA,NA,"not the best count for adults"
"croz","2005",2005-11-30,"9-10",545,NA,676,NA
"croz","2006",2006-11-29,"9-10",495,NA,NA,NA
"croz","2007",2007-11-30,"9-10",498.75,NA,563.25,NA
"croz","2008",2008-11-27,"9-10",572,NA,643,NA
"croz","2009",2009-12-02,"9-10",522.666666666667,NA,994,NA
